dataset,model,order,n_background,n_features,n_samples,backend,library,computation_type,approximator,budget,seed,imputer,n_eval,runtime_s,n_model_evals,shapley_values,shapley_n_eval,shapley_n_features,pairwise_metrics
gisette,decision_tree,1,32,4,1000,shap_true_value,shap,true_value,,,42,marginal,10,0.001,,"[0.08595336403232068, -0.14751958195120096, 0.023684304323978722, -0.07781162392348051, -0.07721244118874893, 0.31935393437743187, 0.06163902598200366, 0.09094260027632117, -0.0714594962191768, -0.49558676430024207, 0.04318193648941815, 0.07483743986813352, -0.000576109392568469, -0.3839089050889015, -0.04130870336666703, -0.023233171086758375, -0.015348006272688508, 0.28295292239636183, -0.06918642984237522, -0.07052228972315788, 0.05139547574799508, 0.3043222399428487, 0.03453134070150554, -0.07004513335414231, 0.005722395842894912, 0.3700273633003235, 0.20320119429379702, -0.02797782770358026, 0.062257371144369245, 0.227708600461483, 0.048851752770133317, 0.2121553944889456, -0.06617479957640171, 0.2845196835696697, -0.08815734181553125, -0.12760153063572943, -0.2566989902406931, 0.14759092591702938, -0.1434328816831112, -0.19648593966849148]",10,4,"{""shap_true_value"": {""mean_abs_diff"": 0.0, ""relative_mae"": 0.0, ""sign_agreement"": 1.0, ""mean_sample_rho"": 1.0}, ""shap_approx"": {""mean_abs_diff"": 0.003949723846628485, ""relative_mae"": 0.029370042976065054, ""sign_agreement"": 1.0, ""mean_sample_rho"": 1.0}, ""shapiq_approx"": {""mean_abs_diff"": 0.0036133657749019793, ""relative_mae"": 0.02692813980428696, ""sign_agreement"": 1.0, ""mean_sample_rho"": 0.9800000000000001}, ""lightshap_approx"": {""mean_abs_diff"": 0.006471583577541533, ""relative_mae"": 0.048369454462417485, ""sign_agreement"": 1.0, ""mean_sample_rho"": 0.9800000000000001}, ""dalex_approx"": {""mean_abs_diff"": 0.004861096483587219, ""relative_mae"": 0.03631354308247492, ""sign_agreement"": 0.975, ""mean_sample_rho"": 1.0}}"
gisette,decision_tree,1,32,4,1000,shap_approx,shap,approximation,kernel,512.0,42,marginal,10,0.0229,4522.0,"[0.08194695089856378, -0.13950676899265602, 0.02368430180930181, -0.0818180307595631, -0.07721243949822576, 0.3193539246651645, 0.061639030212618906, 0.09094260424275553, -0.07145949648469808, -0.4955867581119596, 0.04318193846923679, 0.07483743574973405, -0.0005761095982870224, -0.3839088900990363, -0.041308705994945856, -0.02323317468541767, -0.01534801059435642, 0.2829529268194843, -0.06918643457516947, -0.0705222851045684, 0.05139547217735216, 0.3043222273218493, 0.03453132503976758, -0.07004513568588668, 0.005722395254275203, 0.3700273555269774, 0.2032011968346394, -0.027977827993578994, 0.0622573746817698, 0.22770859572774887, 0.04885175588300594, 0.21215539332978847, -0.06617479462741561, 0.2845196889803745, -0.08815734276923794, -0.12760152873560135, -0.2566989881758027, 0.1475909255395143, -0.14343288040364657, -0.19648593733775183]",10,4,"{""shap_true_value"": {""mean_abs_diff"": 0.00040064460752126736, ""relative_mae"": 0.002978177561283665, ""sign_agreement"": 1.0, ""mean_sample_rho"": 1.0}, ""shap_approx"": {""mean_abs_diff"": 0.0036774659225668176, ""relative_mae"": 0.0273659221642362, ""sign_agreement"": 1.0, ""mean_sample_rho"": 1.0}, ""shapiq_approx"": {""mean_abs_diff"": 0.0034130459059375454, ""relative_mae"": 0.02545428196029338, ""sign_agreement"": 1.0, ""mean_sample_rho"": 0.9800000000000001}, ""lightshap_approx"": {""mean_abs_diff"": 0.00607507934958335, ""relative_mae"": 0.04543994752831821, ""sign_agreement"": 1.0, ""mean_sample_rho"": 0.9800000000000001}, ""dalex_approx"": {""mean_abs_diff"": 0.00446045553744547, ""relative_mae"": 0.033345610286995196, ""sign_agreement"": 0.975, ""mean_sample_rho"": 1.0}}"
gisette,decision_tree,1,32,4,1000,shap_approx,shap,approximation,permutation,512.0,42,marginal,10,4.5811,115085.0,"[0.08225903800500577, -0.14176235241093388, 0.031336632117882145, -0.08752686475630746, -0.07737896881868964, 0.3179590695103188, 0.052512006934777464, 0.10163101199590663, -0.06866862556126661, -0.4927912363414237, 0.041913329805754955, 0.07051965171924851, -0.002428632055828196, -0.38147350645601114, -0.042370838594309415, -0.02275390327153765, -0.016037775543509, 0.28315823998450224, -0.06790297596029167, -0.07132129193531131, 0.05509201939573501, 0.29775500959234236, 0.040749658839804366, -0.07339279897479867, 0.006847492997294057, 0.36934981361284663, 0.2012112202628522, -0.026435407250679395, 0.05249089578096638, 0.23667304427763122, 0.050695481973383805, 0.21111369759033197, -0.059765859080915314, 0.28193546205138975, -0.08893627074250636, -0.13064730937984836, -0.2498864881398361, 0.14380436012240444, -0.1547534790478338, -0.188191273312421]",10,4,"{""shap_true_value"": {""mean_abs_diff"": 0.003949723846628485, ""relative_mae"": 0.029370042976065054, ""sign_agreement"": 1.0, ""mean_sample_rho"": 1.0}, ""shap_approx"": {""mean_abs_diff"": 0.0, ""relative_mae"": 0.0, ""sign_agreement"": 1.0, ""mean_sample_rho"": 1.0}, ""shapiq_approx"": {""mean_abs_diff"": 0.0051666170150161325, ""relative_mae"": 0.03854535393685191, ""sign_agreement"": 1.0, ""mean_sample_rho"": 0.9800000000000001}, ""lightshap_approx"": {""mean_abs_diff"": 0.008698459297765497, ""relative_mae"": 0.0650842161671598, ""sign_agreement"": 1.0, ""mean_sample_rho"": 0.9800000000000001}, ""dalex_approx"": {""mean_abs_diff"": 0.005801896445896455, ""relative_mae"": 0.04338871904078496, ""sign_agreement"": 0.975, ""mean_sample_rho"": 1.0}}"
gisette,decision_tree,1,32,4,1000,shapiq_approx,shapiq,approximation,kernel,512.0,42,marginal,10,0.1417,5153.0,"[0.08194695129024417, -0.13950677057517577, 0.023684302284192448, -0.08181803161424275, -0.07721244445346416, 0.31935392885622454, 0.06163903089363332, 0.09094260441730674, -0.07145949370957713, -0.4955867541711908, 0.04318193174331305, 0.0748374374146028, -0.0005761123900194027, -0.38390888822442787, -0.04130870628519146, -0.023233173189360655, -0.015348010520371729, 0.2829529264826226, -0.06918643419963867, -0.07052228453540696, 0.051395470254387114, 0.3043222269952293, 0.03453132439372578, -0.07004513324603368, 0.005722389850844683, 0.3700273563794358, 0.20320119696469974, -0.02797782447315297, 0.06225737347122423, 0.22770859877951763, 0.048851755587360664, 0.21215539265560943, -0.06617479468524674, 0.2845196892358115, -0.08815734169026009, -0.1276015282920865, -0.2566989870381616, 0.14759092667403825, -0.14343287779716093, -0.19648593745698936]",10,4,"{""shap_true_value"": {""mean_abs_diff"": 0.0004006449925363888, ""relative_mae"": 0.002978180427768663, ""sign_agreement"": 1.0, ""mean_sample_rho"": 1.0}, ""shap_approx"": {""mean_abs_diff"": 0.003677465579533944, ""relative_mae"": 0.027365919652841717, ""sign_agreement"": 1.0, ""mean_sample_rho"": 1.0}, ""shapiq_approx"": {""mean_abs_diff"": 0.0034130462291074998, ""relative_mae"": 0.025454284408965234, ""sign_agreement"": 1.0, ""mean_sample_rho"": 0.9800000000000001}, ""lightshap_approx"": {""mean_abs_diff"": 0.006075079476030771, ""relative_mae"": 0.045439948543023335, ""sign_agreement"": 1.0, ""mean_sample_rho"": 0.9800000000000001}, ""dalex_approx"": {""mean_abs_diff"": 0.004460455298575802, ""relative_mae"": 0.033345608551790466, ""sign_agreement"": 0.975, ""mean_sample_rho"": 1.0}}"
gisette,decision_tree,1,32,4,1000,shapiq_approx,shapiq,approximation,permutation,512.0,42,marginal,10,4.8848,163873.0,"[0.0689376924072133, -0.13772471539371448, 0.023436294098058807, -0.07034281815591115, -0.08204959030582407, 0.3164192512352054, 0.06099202226359186, 0.09936143642933995, -0.06823097601323405, -0.4996350315165545, 0.04669956071758728, 0.07213956643451415, -0.0017759150242546947, -0.3874896688986609, -0.0388028816361729, -0.020958414818597774, -0.014866412643333968, 0.28221348751264586, -0.0687714408950474, -0.07067943742887402, 0.05052610261338908, 0.3029301539058273, 0.03729919545784712, -0.07055156312398062, 0.007182887750887597, 0.3732112203350494, 0.19681431713645334, -0.026235305600076718, 0.06734470305153431, 0.2143171714038651, 0.049537876339346934, 0.21977336882756693, -0.0681866982637856, 0.28527641811856763, -0.08808532371328852, -0.1264183732933734, -0.2503848318032379, 0.14275910561607927, -0.1401436136997094, -0.2012575404908183]",10,4,"{""shap_true_value"": {""mean_abs_diff"": 0.0036133657749019793, ""relative_mae"": 0.02692813980428696, ""sign_agreement"": 1.0, ""mean_sample_rho"": 0.9800000000000001}, ""shap_approx"": {""mean_abs_diff"": 0.0051666170150161325, ""relative_mae"": 0.03854535393685191, ""sign_agreement"": 1.0, ""mean_sample_rho"": 0.9800000000000001}, ""shapiq_approx"": {""mean_abs_diff"": 0.0, ""relative_mae"": 0.0, ""sign_agreement"": 1.0, ""mean_sample_rho"": 1.0}, ""lightshap_approx"": {""mean_abs_diff"": 0.008540832628324715, ""relative_mae"": 0.06404660203111637, ""sign_agreement"": 1.0, ""mean_sample_rho"": 0.96}, ""dalex_approx"": {""mean_abs_diff"": 0.005964222049535905, ""relative_mae"": 0.04470156171197027, ""sign_agreement"": 0.975, ""mean_sample_rho"": 0.9800000000000001}}"
gisette,decision_tree,1,32,4,1000,lightshap_approx,lightshap,approximation,kernel,512.0,42,marginal,10,1.2708,284586.0,"[0.08028179196080815, -0.13898393646016427, 0.02493384403670527, -0.0819252465817027, -0.04181317401516496, 0.33055045970494557, 0.09775884250997656, 0.008226991422555964, -0.07229559135994393, -0.4943350421977647, 0.04215572556141361, 0.07544802761860817, -0.002435928089239956, -0.3850365050740026, -0.03983953541737849, -0.021714911797065757, -0.01143598601128771, 0.2807968874351482, -0.0666931396410336, -0.07477156523743687, 0.04977694679448305, 0.305479215404426, 0.034614046090351354, -0.069666319436178, 0.007613997730746367, 0.3695180092845659, 0.2047141610471702, -0.030873048440169363, 0.06341174337923923, 0.22738640569119692, 0.048565932281514484, 0.21160903827036245, -0.0660117532176259, 0.28351523603995177, -0.08737325992211514, -0.1275442000520911, -0.2538766139588071, 0.14733436829285146, -0.14477320071506478, -0.1977114339966664]",10,4,"{""shap_true_value"": {""mean_abs_diff"": 0.005688006126415391, ""relative_mae"": 0.04257537698055871, ""sign_agreement"": 1.0, ""mean_sample_rho"": 0.9800000000000001}, ""shap_approx"": {""mean_abs_diff"": 0.008169872115752526, ""relative_mae"": 0.06121912507625684, ""sign_agreement"": 1.0, ""mean_sample_rho"": 0.9800000000000001}, ""shapiq_approx"": {""mean_abs_diff"": 0.007819465404259741, ""relative_mae"": 0.058723628050269185, ""sign_agreement"": 1.0, ""mean_sample_rho"": 0.96}, ""lightshap_approx"": {""mean_abs_diff"": 0.0012530103822105659, ""relative_mae"": 0.009437706740249427, ""sign_agreement"": 1.0, ""mean_sample_rho"": 1.0}, ""dalex_approx"": {""mean_abs_diff"": 0.008507314696869862, ""relative_mae"": 0.06404368513497864, ""sign_agreement"": 0.975, ""mean_sample_rho"": 0.9800000000000001}}"
gisette,decision_tree,1,32,4,1000,lightshap_approx,lightshap,approximation,permutation,512.0,42,marginal,10,1.1285,97514.0,"[0.08007146993934909, -0.13884270801336035, 0.024812997286401548, -0.08173530625674376, -0.042834456789849956, 0.3316770762839311, 0.09727796984601422, 0.008602530282217774, -0.07339793471478533, -0.4946976372406126, 0.043611739255839416, 0.07545695232187172, -0.005827796033311132, -0.38305515303261384, -0.041369583125911984, -0.018774348185849898, -0.010405855485240615, 0.28121052859271106, -0.06424836556672495, -0.07866011099535547, 0.04954503294930984, 0.30935615961632024, 0.03249190404266379, -0.07118920775521136, 0.011129969660715605, 0.37085902169067486, 0.2037131166604453, -0.034728988389522666, 0.06415352970046374, 0.22816574334183984, 0.048418339879521585, 0.21023550670048813, -0.06514902570547731, 0.28298073633355886, -0.08730857549708357, -0.12793711228287852, -0.2527416163128956, 0.14777542831759163, -0.14654221988363353, -0.1975184724987496]",10,4,"{""shap_true_value"": {""mean_abs_diff"": 0.006471583577541533, ""relative_mae"": 0.048369454462417485, ""sign_agreement"": 1.0, ""mean_sample_rho"": 0.9800000000000001}, ""shap_approx"": {""mean_abs_diff"": 0.008698459297765497, ""relative_mae"": 0.0650842161671598, ""sign_agreement"": 1.0, ""mean_sample_rho"": 0.9800000000000001}, ""shapiq_approx"": {""mean_abs_diff"": 0.008540832628324715, ""relative_mae"": 0.06404660203111637, ""sign_agreement"": 1.0, ""mean_sample_rho"": 0.96}, ""lightshap_approx"": {""mean_abs_diff"": 0.0, ""relative_mae"": 0.0, ""sign_agreement"": 1.0, ""mean_sample_rho"": 1.0}, ""dalex_approx"": {""mean_abs_diff"": 0.009084497414819296, ""relative_mae"": 0.06828781889135403, ""sign_agreement"": 0.975, ""mean_sample_rho"": 0.9800000000000001}}"
gisette,decision_tree,1,32,4,1000,dalex_approx,dalex,approximation,permutation,512.0,42,marginal,10,4.699,205163.0,"[0.07981378343178999, -0.13495648704034538, 0.022110116446053943, -0.08266095988185207, -0.07253576785186105, 0.318627403899916, 0.0613896113160246, 0.08724187225823363, -0.06470808939464434, -0.4823858755806526, 0.04034867811959546, 0.0577184064780146, 0.0006414596723001336, -0.39372144370889206, -0.04164058050195981, -0.014306315839135046, -0.015047082014560165, 0.2824518275834863, -0.06953155313347398, -0.06997699589006216, 0.048652832979300176, 0.3042137583715323, 0.03587067311599902, -0.06853337561374906, 0.006003343796607855, 0.36677009851576303, 0.20284408056792208, -0.024644403257979848, 0.06147205108189862, 0.23685104378148739, 0.05060711586590492, 0.20204290889302223, -0.05996804748301094, 0.28515121261467025, -0.0856601886331914, -0.13693695365034833, -0.24380593810801096, 0.1535121627154767, -0.13990666040738495, -0.2188264445777677]",10,4,"{""shap_true_value"": {""mean_abs_diff"": 0.004861096483587219, ""relative_mae"": 0.03631354308247492, ""sign_agreement"": 0.975, ""mean_sample_rho"": 1.0}, ""shap_approx"": {""mean_abs_diff"": 0.005801896445896455, ""relative_mae"": 0.04338871904078496, ""sign_agreement"": 0.975, ""mean_sample_rho"": 1.0}, ""shapiq_approx"": {""mean_abs_diff"": 0.005964222049535905, ""relative_mae"": 0.04470156171197027, ""sign_agreement"": 0.975, ""mean_sample_rho"": 0.9800000000000001}, ""lightshap_approx"": {""mean_abs_diff"": 0.009084497414819296, ""relative_mae"": 0.06828781889135403, ""sign_agreement"": 0.975, ""mean_sample_rho"": 0.9800000000000001}, ""dalex_approx"": {""mean_abs_diff"": 0.0, ""relative_mae"": 0.0, ""sign_agreement"": 1.0, ""mean_sample_rho"": 1.0}}"
gisette,linear_regularized,1,32,4,1000,shap_true_value,shap,true_value,,,42,marginal,10,0.0006,,"[-0.20830178903432048, -1.46011964039396, -0.31690496595005785, -0.443663382909799, -0.20830178903432048, 1.5132451944658003, 0.44259398870860467, 0.5684546460687194, -0.20830178903432048, -1.8427960003541954, 0.2686221532802706, 0.48470732547075623, -0.20830178903432048, -1.856342066193496, 0.44259398870860467, -0.443663382909799, -0.20830178903432048, 1.5132451944658003, -0.31690496595005785, -0.443663382909799, -0.20830178903432048, 1.5132451944658003, 0.2502282724463556, -0.443663382909799, -0.20830178903432048, 1.5132451944658003, 0.301577170564052, -0.443663382909799, 0.18748408701219643, 1.5132451944658003, -0.31690496595005785, 0.5327088384964181, 0.1451498180223339, 1.5132451944658003, -0.31690496595005785, -0.443663382909799, 0.04969782335662018, 1.5132451944658003, -0.31690496595005785, -0.443663382909799]",10,4,"{""shap_true_value"": {""mean_abs_diff"": 0.0, ""relative_mae"": 0.0, ""sign_agreement"": 1.0, ""mean_sample_rho"": 1.0}, ""shap_approx"": {""mean_abs_diff"": 6.531233887052679e-16, ""relative_mae"": 1.021539874775184e-15, ""sign_agreement"": 1.0, ""mean_sample_rho"": 1.0}, ""shapiq_approx"": {""mean_abs_diff"": 1.123927340085373e-15, ""relative_mae"": 1.7579168256755406e-15, ""sign_agreement"": 1.0, ""mean_sample_rho"": 1.0}, ""lightshap_approx"": {""mean_abs_diff"": 8.222589276130065e-17, ""relative_mae"": 1.286082073422144e-16, ""sign_agreement"": 1.0, ""mean_sample_rho"": 1.0}, ""dalex_approx"": {""mean_abs_diff"": 1.5785983631388945e-16, ""relative_mae"": 2.46906052070496e-16, ""sign_agreement"": 1.0, ""mean_sample_rho"": 1.0}}"
gisette,linear_regularized,1,32,4,1000,shap_approx,shap,approximation,kernel,512.0,42,marginal,10,0.0232,4522.0,"[-0.20830178903432062, -1.4601196403939602, -0.31690496595005757, -0.44366338290979895, -0.20830178903432106, 1.5132451944658005, 0.4425939887086046, 0.5684546460687198, -0.2083017890343204, -1.8427960003541963, 0.2686221532802707, 0.48470732547075646, -0.20830178903432062, -1.8563420661934953, 0.4425939887086044, -0.44366338290979895, -0.2083017890343204, 1.5132451944658, -0.31690496595005785, -0.44366338290979906, -0.2083017890343204, 1.5132451944658, 0.2502282724463556, -0.443663382909799, -0.2083017890343204, 1.5132451944658, 0.3015771705640519, -0.443663382909799, 0.18748408701219643, 1.5132451944658005, -0.3169049659500587, 0.532708838496418, 0.14514981802233407, 1.5132451944658, -0.31690496595005785, -0.44366338290979906, 0.0496978233566201, 1.5132451944658, -0.31690496595005785, -0.44366338290979923]",10,4,"{""shap_true_value"": {""mean_abs_diff"": 1.8735013540549517e-16, ""relative_mae"": 2.9303135850124795e-16, ""sign_agreement"": 1.0, ""mean_sample_rho"": 1.0}, ""shap_approx"": {""mean_abs_diff"": 6.836545218824596e-16, ""relative_mae"": 1.0692931331976095e-15, ""sign_agreement"": 1.0, ""mean_sample_rho"": 1.0}, ""shapiq_approx"": {""mean_abs_diff"": 1.1808262700974125e-15, ""relative_mae"": 1.8469115345536976e-15, ""sign_agreement"": 1.0, ""mean_sample_rho"": 1.0}, ""lightshap_approx"": {""mean_abs_diff"": 1.8283985436795548e-16, ""relative_mae"": 2.8597689987066244e-16, ""sign_agreement"": 1.0, ""mean_sample_rho"": 1.0}, ""dalex_approx"": {""mean_abs_diff"": 2.2794266474335246e-16, ""relative_mae"": 3.565214861765184e-16, ""sign_agreement"": 1.0, ""mean_sample_rho"": 1.0}}"
gisette,linear_regularized,1,32,4,1000,shap_approx,shap,approximation,permutation,512.0,42,marginal,10,5.0717,115085.0,"[-0.20830178903432015, -1.4601196403939607, -0.3169049659500582, -0.4436633829097983, -0.20830178903432015, 1.5132451944658014, 0.4425939887086047, 0.5684546460687201, -0.20830178903432037, -1.8427960003541926, 0.26862215328027, 0.4847073254707568, -0.2083017890343202, -1.8563420661934928, 0.4425939887086038, -0.44366338290979834, -0.20830178903432012, 1.5132451944658014, -0.31690496595005835, -0.44366338290979884, -0.2083017890343206, 1.5132451944658014, 0.2502282724463554, -0.4436633829097988, -0.2083017890343201, 1.5132451944658014, 0.3015771705640518, -0.44366338290979856, 0.18748408701219704, 1.5132451944658014, -0.31690496595005824, 0.5327088384964185, 0.14514981802233423, 1.5132451944658014, -0.3169049659500584, -0.44366338290979856, 0.04969782335662019, 1.5132451944658014, -0.31690496595005835, -0.44366338290979856]",10,4,"{""shap_true_value"": {""mean_abs_diff"": 6.531233887052679e-16, ""relative_mae"": 1.021539874775184e-15, ""sign_agreement"": 1.0, ""mean_sample_rho"": 1.0}, ""shap_approx"": {""mean_abs_diff"": 0.0, ""relative_mae"": 0.0, ""sign_agreement"": 1.0, ""mean_sample_rho"": 1.0}, ""shapiq_approx"": {""mean_abs_diff"": 1.0814266149239415e-15, ""relative_mae"": 1.6914421193488688e-15, ""sign_agreement"": 1.0, ""mean_sample_rho"": 1.0}, ""lightshap_approx"": {""mean_abs_diff"": 6.840014665776551e-16, ""relative_mae"": 1.0698357838615006e-15, ""sign_agreement"": 1.0, ""mean_sample_rho"": 1.0}, ""dalex_approx"": {""mean_abs_diff"": 7.193898254875818e-16, ""relative_mae"": 1.125186151578403e-15, ""sign_agreement"": 1.0, ""mean_sample_rho"": 1.0}}"
gisette,linear_regularized,1,32,4,1000,shapiq_approx,shapiq,approximation,kernel,512.0,42,marginal,10,0.1545,5153.0,"[-0.20830178381669245, -1.460119658906327, -0.31690495346678804, -0.4436633820983291, -0.20830180440478488, 1.5132451982808606, 0.44259399112047504, 0.5684546552122541, -0.2083017854572429, -1.8427960011153328, 0.26862215389422933, 0.4847073220408561, -0.20830176903356065, -1.8563420687245518, 0.44259397048879784, -0.44366338215969564, -0.20830179357751327, 1.513245193363281, -0.31690496101659227, -0.44366338219755275, -0.20830178968881408, 1.5132452077082557, 0.25022826926564967, -0.4436633923170557, -0.20830179433443935, 1.5132452005446093, 0.3015771716463934, -0.44366338477083034, 0.18748407022219832, 1.5132451938814722, -0.3169049641356709, 0.5327088540563584, 0.14514980602856103, 1.513245193363281, -0.31690496101659227, -0.44366337474697215, 0.04969781508813743, 1.5132451970885712, -0.3169049721924632, -0.4436633710216818]",10,4,"{""shap_true_value"": {""mean_abs_diff"": 6.492777868648269e-09, ""relative_mae"": 1.0155250306760775e-08, ""sign_agreement"": 1.0, ""mean_sample_rho"": 1.0}, ""shap_approx"": {""mean_abs_diff"": 6.492777972211262e-09, ""relative_mae"": 1.0155250468741997e-08, ""sign_agreement"": 1.0, ""mean_sample_rho"": 1.0}, ""shapiq_approx"": {""mean_abs_diff"": 6.492777761615831e-09, ""relative_mae"": 1.0155250139353037e-08, ""sign_agreement"": 1.0, ""mean_sample_rho"": 1.0}, ""lightshap_approx"": {""mean_abs_diff"": 6.492777897444679e-09, ""relative_mae"": 1.0155250351800779e-08, ""sign_agreement"": 1.0, ""mean_sample_rho"": 1.0}, ""dalex_approx"": {""mean_abs_diff"": 6.492777917567471e-09, ""relative_mae"": 1.0155250383274518e-08, ""sign_agreement"": 1.0, ""mean_sample_rho"": 1.0}}"
gisette,linear_regularized,1,32,4,1000,shapiq_approx,shapiq,approximation,permutation,512.0,42,marginal,10,5.3176,163873.0,"[-0.20830178903432042, -1.4601196403939638, -0.3169049659500584, -0.4436633829097989, -0.2083017890343206, 1.5132451944658043, 0.4425939887086046, 0.5684546460687173, -0.20830178903432026, -1.8427960003541948, 0.26862215328026984, 0.48470732547075596, -0.20830178903432037, -1.856342066193498, 0.4425939887086041, -0.44366338290979906, -0.20830178903432026, 1.5132451944658043, -0.3169049659500584, -0.4436633829097991, -0.20830178903432028, 1.5132451944658043, 0.25022827244635615, -0.44366338290979906, -0.20830178903432026, 1.5132451944658043, 0.3015771705640518, -0.44366338290979923, 0.18748408701219657, 1.5132451944658043, -0.31690496595005857, 0.5327088384964184, 0.14514981802233365, 1.5132451944658043, -0.31690496595005857, -0.44366338290979923, 0.0496978233566202, 1.5132451944658043, -0.3169049659500585, -0.4436633829097993]",10,4,"{""shap_true_value"": {""mean_abs_diff"": 1.123927340085373e-15, ""relative_mae"": 1.7579168256755406e-15, ""sign_agreement"": 1.0, ""mean_sample_rho"": 1.0}, ""shap_approx"": {""mean_abs_diff"": 1.0814266149239415e-15, ""relative_mae"": 1.6914421193488688e-15, ""sign_agreement"": 1.0, ""mean_sample_rho"": 1.0}, ""shapiq_approx"": {""mean_abs_diff"": 0.0, ""relative_mae"": 0.0, ""sign_agreement"": 1.0, ""mean_sample_rho"": 1.0}, ""lightshap_approx"": {""mean_abs_diff"": 1.153417639176979e-15, ""relative_mae"": 1.804042132106293e-15, ""sign_agreement"": 1.0, ""mean_sample_rho"": 1.0}, ""dalex_approx"": {""mean_abs_diff"": 1.2304393615103492e-15, ""relative_mae"": 1.9245105794901396e-15, ""sign_agreement"": 1.0, ""mean_sample_rho"": 1.0}}"
gisette,linear_regularized,1,32,4,1000,lightshap_approx,lightshap,approximation,kernel,512.0,42,marginal,10,0.0221,3882.0,"[-0.20830178903432034, -1.46011964039396, -0.31690496595005735, -0.44366338290979934, -0.2083017890343205, 1.5132451944658, 0.4425939887086041, 0.5684546460687199, -0.20830178903432045, -1.8427960003541957, 0.26862215328027067, 0.4847073254707565, -0.20830178903432034, -1.8563420661934955, 0.44259398870860467, -0.44366338290979895, -0.20830178903432062, 1.5132451944658003, -0.31690496595005796, -0.44366338290979884, -0.20830178903432056, 1.5132451944658003, 0.2502282724463556, -0.4436633829097991, -0.2083017890343205, 1.5132451944658, 0.3015771705640518, -0.44366338290979895, 0.18748408701219646, 1.5132451944658005, -0.3169049659500578, 0.5327088384964179, 0.1451498180223338, 1.5132451944658003, -0.3169049659500578, -0.4436633829097992, 0.04969782335662011, 1.5132451944658003, -0.316904965950058, -0.443663382909799]",10,4,"{""shap_true_value"": {""mean_abs_diff"": 1.4051260155412137e-16, ""relative_mae"": 2.19773518875936e-16, ""sign_agreement"": 1.0, ""mean_sample_rho"": 1.0}, ""shap_approx"": {""mean_abs_diff"": 6.673481212082777e-16, ""relative_mae"": 1.0437885519947232e-15, ""sign_agreement"": 1.0, ""mean_sample_rho"": 1.0}, ""shapiq_approx"": {""mean_abs_diff"": 1.1992143389427667e-15, ""relative_mae"": 1.8756720197399315e-15, ""sign_agreement"": 1.0, ""mean_sample_rho"": 1.0}, ""lightshap_approx"": {""mean_abs_diff"": 1.4016565685892603e-16, ""relative_mae"": 2.1923086821204484e-16, ""sign_agreement"": 1.0, ""mean_sample_rho"": 1.0}, ""dalex_approx"": {""mean_abs_diff"": 2.0469737016526321e-16, ""relative_mae"": 3.20163891695808e-16, ""sign_agreement"": 1.0, ""mean_sample_rho"": 1.0}}"
gisette,linear_regularized,1,32,4,1000,lightshap_approx,lightshap,approximation,permutation,512.0,42,marginal,10,0.0261,3882.0,"[-0.20830178903432045, -1.4601196403939598, -0.31690496595005785, -0.4436633829097991, -0.20830178903432034, 1.5132451944658, 0.44259398870860456, 0.5684546460687194, -0.20830178903432045, -1.8427960003541957, 0.2686221532802706, 0.48470732547075634, -0.20830178903432034, -1.8563420661934957, 0.44259398870860456, -0.4436633829097991, -0.2083017890343204, 1.5132451944658, -0.3169049659500578, -0.4436633829097991, -0.20830178903432048, 1.5132451944658003, 0.2502282724463556, -0.443663382909799, -0.20830178903432042, 1.5132451944658003, 0.3015771705640519, -0.44366338290979906, 0.1874840870121965, 1.5132451944658003, -0.3169049659500578, 0.532708838496418, 0.14514981802233387, 1.5132451944658003, -0.31690496595005774, -0.4436633829097991, 0.049697823356620166, 1.5132451944658, -0.3169049659500578, -0.4436633829097991]",10,4,"{""shap_true_value"": {""mean_abs_diff"": 8.222589276130065e-17, ""relative_mae"": 1.286082073422144e-16, ""sign_agreement"": 1.0, ""mean_sample_rho"": 1.0}, ""shap_approx"": {""mean_abs_diff"": 6.840014665776551e-16, ""relative_mae"": 1.0698357838615006e-15, ""sign_agreement"": 1.0, ""mean_sample_rho"": 1.0}, ""shapiq_approx"": {""mean_abs_diff"": 1.153417639176979e-15, ""relative_mae"": 1.804042132106293e-15, ""sign_agreement"": 1.0, ""mean_sample_rho"": 1.0}, ""lightshap_approx"": {""mean_abs_diff"": 0.0, ""relative_mae"": 0.0, ""sign_agreement"": 1.0, ""mean_sample_rho"": 1.0}, ""dalex_approx"": {""mean_abs_diff"": 1.3392065234540951e-16, ""relative_mae"": 2.0946315626200324e-16, ""sign_agreement"": 1.0, ""mean_sample_rho"": 1.0}}"
