dataset,model,n_features,seed,library,approximator,budget,method,runtime_s,n_model_evals,relative_mae,mean_abs_diff,sign_agreement,mean_sample_rho,relative_additivity_gap
gisette,random_forest,12,0,dalex,permutation,512.0,dalex / permutation,38.8501,560111.0,0.1465006357180711,0.003505426821022078,0.9666666666666667,0.9734265734265737,3.032305660094911e-16
gisette,random_forest,12,0,dalex,permutation,2048.0,dalex / permutation,152.5324,2224111.0,0.08354713161937835,0.0020016346647875665,0.975,0.9895104895104897,3.032305660094911e-16
gisette,decision_tree,12,0,shap,kernel,128.0,shap / kernel,0.0545,128110.0,0.2870120241276296,0.011911989415345098,0.88,0.8966738794730832,2.4633073358870665e-15
gisette,decision_tree,12,0,shap,kernel,512.0,shap / kernel,0.1126,512110.0,0.13096816982329698,0.005149288327627797,0.97,0.9751328439269781,1.80411241501588e-15
gisette,decision_tree,12,0,shap,kernel,2048.0,shap / kernel,0.4129,2048110.0,0.041561317722667745,0.0016341484729216049,1.0,0.9915952159329293,1.0928757898653889e-15
gisette,decision_tree,12,0,shap,permutation,128.0,shap / permutation,0.046,96232.0,0.29970434056763284,0.012286541434755736,0.8869565217391304,0.9104895104895107,3.295974604355934e-15
gisette,decision_tree,12,0,shap,permutation,512.0,shap / permutation,0.1559,354846.0,0.16653851582199214,0.006596470802125539,0.9663865546218487,0.9685314685314687,4.735795089416684e-15
gisette,decision_tree,12,0,shap,permutation,2048.0,shap / permutation,0.6066,1405715.0,0.07741112771261452,0.0030418529430103146,0.9666666666666667,0.9832167832167833,5.620504062164856e-15
gisette,decision_tree,12,0,shapiq,kernel,128.0,shapiq / kernel,0.4881,128101.0,0.5772517979982892,0.025552572695638404,0.7416666666666667,0.7230769230769233,6.29886888585396e-07
gisette,decision_tree,12,0,shapiq,kernel,512.0,shapiq / kernel,0.6273,512101.0,0.23723270692614293,0.009600877106692203,0.8916666666666667,0.9608391608391609,7.025534136395618e-07
gisette,decision_tree,12,0,shapiq,kernel,2048.0,shapiq / kernel,1.3121,2048101.0,0.08906416530870603,0.003531363793326314,0.8833333333333333,0.9790209790209792,7.091720992044582e-07
gisette,decision_tree,12,0,shapiq,permutation,128.0,shapiq / permutation,2.153,123101.0,0.4427348573130011,0.017769310165143454,0.8389830508474576,0.8636363636363639,4.649058915617844e-15
gisette,decision_tree,12,0,shapiq,permutation,512.0,shapiq / permutation,5.1817,508101.0,0.2001621657200679,0.007861809470530987,0.940677966101695,0.9643356643356645,4.475586568020163e-15
gisette,decision_tree,12,0,shapiq,permutation,2048.0,shapiq / permutation,17.4124,2048101.0,0.09900260042705619,0.0039093290126412114,0.9583333333333334,0.9804195804195805,1.6740081543176192e-14
gisette,decision_tree,12,0,lightshap,kernel,128.0,lightshap / kernel,1.8455,2816110.0,0.061532572156922136,0.0024201130273033477,0.9166666666666666,0.988811188811189,2.4980018054066026e-15
gisette,decision_tree,12,0,lightshap,kernel,512.0,lightshap / kernel,6.9169,10626110.0,0.03222513067218672,0.0012721629428176795,0.95,0.9937062937062938,4.475586568020163e-15
gisette,decision_tree,12,0,lightshap,kernel,2048.0,lightshap / kernel,12.7716,19443710.0,0.025346283370394674,0.0009991000454995856,0.95,0.9965034965034967,2.6714741530042837e-15
gisette,decision_tree,12,0,lightshap,permutation,128.0,lightshap / permutation,1.7277,2328110.0,0.05273860271641628,0.002065266481961076,0.9666666666666667,0.9888111888111888,8.222589276130067e-15
gisette,decision_tree,12,0,lightshap,permutation,512.0,lightshap / permutation,6.3475,8721710.0,0.024633764588760675,0.0009721633790566519,1.0,1.0,1.7989082445879493e-14
gisette,decision_tree,12,0,lightshap,permutation,2048.0,lightshap / permutation,11.4905,15936110.0,0.022120263524807178,0.0008730756036366997,1.0,0.9993006993006993,2.0834028946481456e-14
gisette,decision_tree,12,0,dalex,permutation,128.0,dalex / permutation,0.9595,144111.0,0.3699840001991522,0.015089079141757703,0.8632478632478633,0.9412587412587413,2.7061686225238203e-15
gisette,decision_tree,12,0,dalex,permutation,512.0,dalex / permutation,3.6357,560111.0,0.1646995793599882,0.006441913022941544,0.9583333333333334,0.9678321678321679,3.4174052476743104e-15
gisette,decision_tree,12,0,dalex,permutation,2048.0,dalex / permutation,14.4851,2224111.0,0.10205558932250348,0.003998685468782558,0.975,0.976923076923077,3.3480163086352385e-15
gisette,linear_regularized,12,0,shap,kernel,128.0,shap / kernel,0.0483,128110.0,0.14101758794801955,0.05364546584166407,1.0,0.9817878453761922,2.681324079017208e-16
gisette,linear_regularized,12,0,shap,kernel,512.0,shap / kernel,0.1189,512110.0,0.10818731957770349,0.04153294384602801,1.0,0.99544811150879,3.3807999257173493e-16
gisette,linear_regularized,12,0,shap,kernel,2048.0,shap / kernel,0.466,2048110.0,0.0916008701365802,0.035491755658022005,1.0,0.997549690913805,3.147641310150636e-16
gisette,linear_regularized,12,0,shap,permutation,128.0,shap / permutation,0.0566,96232.0,2.2876264830022065e-15,9.138523271445817e-16,1.0,1.0,1.4805572088486325e-15
gisette,linear_regularized,12,0,shap,permutation,512.0,shap / permutation,0.1613,354846.0,1.901433907916793e-15,7.595775860143778e-16,1.0,1.0,1.5505047935186466e-15
gisette,linear_regularized,12,0,shap,permutation,2048.0,shap / permutation,0.6123,1405715.0,2.334814931082359e-15,9.327029889168632e-16,1.0,1.0,1.643768239745332e-15
gisette,linear_regularized,12,0,shapiq,kernel,128.0,shapiq / kernel,0.5262,128101.0,1.1963194627273234e-07,4.7790114964090435e-08,1.0,1.0,1.7370316859720177e-15
gisette,linear_regularized,12,0,shapiq,kernel,512.0,shapiq / kernel,0.6618,512101.0,2.2306221958682783e-07,8.910804036750077e-08,1.0,1.0,2.716297871352216e-15
gisette,linear_regularized,12,0,shapiq,kernel,2048.0,shapiq / kernel,1.3484,2048101.0,3.745943336709323e-07,1.4964151900630218e-07,1.0,1.0,2.5530868404555155e-15
gisette,linear_regularized,12,0,shapiq,permutation,128.0,shapiq / permutation,2.3387,123101.0,1.9943633056697304e-15,7.967006684002817e-16,1.0,1.0,3.3807999257173493e-16
gisette,linear_regularized,12,0,shapiq,permutation,512.0,shapiq / permutation,5.6568,508101.0,1.9465958582266325e-15,7.77618710164537e-16,1.0,1.0,2.681324079017208e-16
gisette,linear_regularized,12,0,shapiq,permutation,2048.0,shapiq / permutation,18.9269,2048101.0,2.5542556896391397e-15,1.020364348569558e-15,1.0,1.0,1.0608717008285476e-15
gisette,linear_regularized,12,0,lightshap,kernel,128.0,lightshap / kernel,0.0329,44110.0,3.954565648925608e-15,1.579754845456212e-15,1.0,1.0,1.5155310011836395e-16
gisette,linear_regularized,12,0,lightshap,kernel,512.0,lightshap / kernel,0.0318,44110.0,3.954565648925608e-15,1.579754845456212e-15,1.0,1.0,1.5155310011836395e-16
gisette,linear_regularized,12,0,lightshap,kernel,2048.0,lightshap / kernel,0.0316,44110.0,3.954565648925608e-15,1.579754845456212e-15,1.0,1.0,1.5155310011836395e-16
gisette,linear_regularized,12,0,lightshap,permutation,128.0,lightshap / permutation,0.0434,60110.0,2.071659720623108e-15,8.275787462726688e-16,1.0,1.0,1.5155310011836395e-16
gisette,linear_regularized,12,0,lightshap,permutation,512.0,lightshap / permutation,0.0429,60110.0,2.071659720623108e-15,8.275787462726688e-16,1.0,1.0,1.5155310011836395e-16
gisette,linear_regularized,12,0,lightshap,permutation,2048.0,lightshap / permutation,0.0429,60110.0,2.071659720623108e-15,8.275787462726688e-16,1.0,1.0,1.5155310011836395e-16
gisette,linear_regularized,12,0,dalex,permutation,128.0,dalex / permutation,1.0283,144111.0,2.0528422413273417e-15,8.200616112101025e-16,1.0,1.0,2.448165463450495e-16
gisette,linear_regularized,12,0,dalex,permutation,512.0,dalex / permutation,3.9008,560111.0,2.0111542871951833e-15,8.034082658407253e-16,1.0,1.0,4.779751619117632e-16
gisette,linear_regularized,12,0,dalex,permutation,2048.0,dalex / permutation,15.6398,2224111.0,2.0181022795505427e-15,8.061838234022881e-16,1.0,1.0,2.681324079017208e-16
gisette,gradient_boosting,12,0,shap,kernel,128.0,shap / kernel,0.1278,128110.0,0.14606452305426995,0.05848620689425257,0.98,0.9593709983893651,4.070597425994435e-16
gisette,gradient_boosting,12,0,shap,kernel,512.0,shap / kernel,0.3281,512110.0,0.07721738065050608,0.030512528300023826,1.0,0.9912449526987599,6.784329043324059e-16
gisette,gradient_boosting,12,0,shap,kernel,2048.0,shap / kernel,1.1974,2048110.0,0.04406349039000432,0.017386098750226776,1.0,0.992996268869606,6.784329043324059e-16
gisette,gradient_boosting,12,0,shap,permutation,128.0,shap / permutation,0.148,96232.0,0.07517007907865587,0.03029267838303946,0.9666666666666667,0.9853146853146855,3.4735764701819186e-15
gisette,gradient_boosting,12,0,shap,permutation,512.0,shap / permutation,0.527,354846.0,0.03976796577733328,0.015877879658375116,0.9583333333333334,0.988811188811189,3.392164521662029e-15
gisette,gradient_boosting,12,0,shap,permutation,2048.0,shap / permutation,2.0674,1405715.0,0.01663685766778955,0.006666601382714923,1.0,0.9958041958041959,3.5821257348751025e-15
gisette,gradient_boosting,12,0,shapiq,kernel,128.0,shapiq / kernel,1.558,128101.0,0.3215362262259723,0.13286351286883366,0.9083333333333333,0.8986013986013986,1.0503248317329668e-08
gisette,gradient_boosting,12,0,shapiq,kernel,512.0,shapiq / kernel,1.8697,512101.0,0.12226408773160181,0.04924991527099015,0.9083333333333333,0.960839160839161,1.1629997337568086e-08
gisette,gradient_boosting,12,0,shapiq,kernel,2048.0,shapiq / kernel,3.2102,2048101.0,0.04198475087190702,0.01681875944256956,0.9666666666666667,0.9916083916083916,1.1714966336942709e-08
gisette,gradient_boosting,12,0,shapiq,permutation,128.0,shapiq / permutation,7.3374,123101.0,0.2013497259712198,0.08060143294626383,0.8916666666666667,0.9433566433566435,5.970209558125172e-16
gisette,gradient_boosting,12,0,shapiq,permutation,512.0,shapiq / permutation,17.6069,508101.0,0.0910043235322177,0.036760940608748086,0.9666666666666667,0.981818181818182,7.8698216902559085e-16
gisette,gradient_boosting,12,0,shapiq,permutation,2048.0,shapiq / permutation,58.6261,2048101.0,0.0552481029896095,0.022096093618786117,0.975,0.9937062937062938,1.1126299631051456e-15
gisette,gradient_boosting,12,0,lightshap,kernel,128.0,lightshap / kernel,1.8731,1163910.0,0.02493762365132183,0.009996183102264964,0.975,0.9937062937062938,5.4274632346592466e-17
gisette,gradient_boosting,12,0,lightshap,kernel,512.0,lightshap / kernel,1.8682,1163910.0,0.02493762365132183,0.009996183102264964,0.975,0.9937062937062938,5.4274632346592466e-17
gisette,gradient_boosting,12,0,lightshap,kernel,2048.0,lightshap / kernel,1.8671,1163910.0,0.02493762365132183,0.009996183102264964,0.975,0.9937062937062938,5.4274632346592466e-17
gisette,gradient_boosting,12,0,lightshap,permutation,128.0,lightshap / permutation,1.8141,967310.0,0.02944923313389855,0.011844931462663433,0.975,0.9930069930069931,1.899612132130736e-16
gisette,gradient_boosting,12,0,lightshap,permutation,512.0,lightshap / permutation,1.7346,967310.0,0.02944923313389855,0.011844931462663433,0.975,0.9930069930069931,1.899612132130736e-16
gisette,gradient_boosting,12,0,lightshap,permutation,2048.0,lightshap / permutation,1.7327,967310.0,0.02944923313389855,0.011844931462663433,0.975,0.9930069930069931,1.899612132130736e-16
gisette,gradient_boosting,12,0,dalex,permutation,128.0,dalex / permutation,2.5352,144111.0,0.20904445267748795,0.08514619550449654,0.9416666666666667,0.9496503496503499,6.241582719858133e-16
gisette,gradient_boosting,12,0,dalex,permutation,512.0,dalex / permutation,9.6641,560111.0,0.07652525051115734,0.03057800215482417,0.9583333333333334,0.9853146853146854,6.512955881591096e-16
gisette,gradient_boosting,12,0,dalex,permutation,2048.0,dalex / permutation,38.5365,2224111.0,0.05459635746907948,0.02190152077577934,0.9833333333333333,0.9874125874125875,4.3419705877273982e-16
ames_housing,random_forest,12,0,shap,kernel,128.0,shap / kernel,0.5978,128110.0,0.07984190648557615,476.25573867746385,0.96,0.9642746836677336,8.733119892445183e-17
ames_housing,random_forest,12,0,shap,kernel,512.0,shap / kernel,1.7417,512110.0,0.037737716395277954,224.27215649289553,0.97,0.9845899512495457,2.9110399641483946e-17
ames_housing,random_forest,12,0,shap,kernel,2048.0,shap / kernel,6.1451,2048110.0,0.016794634848911395,99.96242249492917,0.99,0.9933465321037749,1.1644159856593578e-16
ames_housing,random_forest,12,0,shap,permutation,128.0,shap / permutation,0.8461,109382.0,0.04508888175088923,269.675994013226,0.9833333333333333,0.9846153846153847,3.085702361997298e-15
ames_housing,random_forest,12,0,shap,permutation,512.0,shap / permutation,3.0049,403723.0,0.03033655869970637,181.2540296723988,0.9833333333333333,0.9937062937062937,2.9401503637898785e-15
ames_housing,random_forest,12,0,shap,permutation,2048.0,shap / permutation,11.8156,1600931.0,0.016248313255227215,97.09095068057,0.9833333333333333,1.0,3.3768063584121378e-15
ames_housing,random_forest,12,0,shapiq,kernel,128.0,shapiq / kernel,7.3317,128101.0,0.16628566028588668,1035.6147843660024,0.8916666666666667,0.9293706293706296,2.267833137487561e-09
ames_housing,random_forest,12,0,shapiq,kernel,512.0,shapiq / kernel,8.8164,512101.0,0.061782043952299415,372.5979451337757,0.9,0.9846153846153849,2.4707913677751807e-09
ames_housing,random_forest,12,0,shapiq,kernel,2048.0,shapiq / kernel,14.3055,2048101.0,0.023888946294864967,142.9056743319792,0.9166666666666666,0.9923076923076923,2.478749743491568e-09
ames_housing,random_forest,12,0,shapiq,permutation,128.0,shapiq / permutation,34.205,123101.0,0.1350537777131822,813.3608836392008,0.9416666666666667,0.9566433566433569,6.986495913956146e-16
ames_housing,random_forest,12,0,shapiq,permutation,512.0,shapiq / permutation,82.4701,508101.0,0.06785202902605884,404.1749384171032,0.9666666666666667,0.9713286713286713,7.568703906785826e-16
ames_housing,random_forest,12,0,shapiq,permutation,2048.0,shapiq / permutation,275.5439,2048101.0,0.029256313351918962,174.172040686742,0.975,0.9937062937062937,9.606431881689702e-16
ames_housing,random_forest,12,0,lightshap,kernel,128.0,lightshap / kernel,8.0716,1111110.0,0.021590813090499844,128.94472581084725,0.9166666666666666,0.9923076923076923,1.1644159856593578e-16
ames_housing,random_forest,12,0,lightshap,kernel,512.0,lightshap / kernel,9.3471,1287110.0,0.021958551154443694,131.10955373151637,0.9083333333333333,0.9923076923076923,1.1644159856593578e-16
ames_housing,random_forest,12,0,lightshap,kernel,2048.0,lightshap / kernel,9.3711,1287110.0,0.021958551154443694,131.10955373151637,0.9083333333333333,0.9923076923076923,1.1644159856593578e-16
ames_housing,random_forest,12,0,lightshap,permutation,128.0,lightshap / permutation,7.7327,943910.0,0.017916613178322806,106.86879504152817,1.0,0.9986013986013986,5.822079928296789e-17
ames_housing,random_forest,12,0,lightshap,permutation,512.0,lightshap / permutation,8.9306,1093310.0,0.01701362923876544,101.46768768214305,1.0,0.9986013986013986,1.1644159856593578e-16
ames_housing,random_forest,12,0,lightshap,permutation,2048.0,lightshap / permutation,8.9217,1093310.0,0.01701362923876544,101.46768768214305,1.0,0.9986013986013986,1.1644159856593578e-16
ames_housing,random_forest,12,0,dalex,permutation,128.0,dalex / permutation,10.8759,144111.0,0.1432115596120724,859.9409743423635,0.9416666666666667,0.9622377622377624,6.695391917541307e-16
ames_housing,random_forest,12,0,dalex,permutation,512.0,dalex / permutation,42.0022,560111.0,0.04956528939038379,296.28192668918905,0.9666666666666667,0.9902097902097904,7.277599910370987e-16
ames_housing,random_forest,12,0,dalex,permutation,2048.0,dalex / permutation,166.907,2224111.0,0.029003304996616918,173.24880459726174,0.9833333333333333,0.9965034965034965,7.568703906785826e-16
ames_housing,decision_tree,12,0,shap,kernel,128.0,shap / kernel,0.0511,128110.0,0.149870582540794,1142.2048315284817,0.93,0.9295986234849856,5.780714526365111e-17
ames_housing,decision_tree,12,0,shap,kernel,512.0,shap / kernel,0.1176,512110.0,0.0683203814781482,524.5235437485786,0.96,0.9786354762686699,8.671071789547666e-17
ames_housing,decision_tree,12,0,shap,kernel,2048.0,shap / kernel,0.4405,2048110.0,0.024322035176513112,186.18101244786638,1.0,0.9964989012112977,2.8903572631825556e-17
ames_housing,decision_tree,12,0,shap,permutation,128.0,shap / permutation,0.0476,109382.0,0.17718223415156606,1377.9943547619216,0.9416666666666667,0.9363636363636365,5.780714526365111e-17
ames_housing,decision_tree,12,0,shap,permutation,512.0,shap / permutation,0.1632,403723.0,0.10824789494620975,839.9929248015941,0.9666666666666667,0.9755244755244756,0.0
ames_housing,decision_tree,12,0,shap,permutation,2048.0,shap / permutation,0.638,1600931.0,0.0693230544733584,537.8586972589621,0.975,0.990909090909091,1.1561429052730223e-16
ames_housing,decision_tree,12,0,shapiq,kernel,128.0,shapiq / kernel,0.5037,128101.0,0.23845294201707978,1907.5874168728171,0.7833333333333333,0.8853146853146855,2.577305153714499e-09
ames_housing,decision_tree,12,0,shapiq,kernel,512.0,shapiq / kernel,0.6459,512101.0,0.09301385876316806,721.704356958638,0.9166666666666666,0.9671328671328672,3.158979523390285e-09
ames_housing,decision_tree,12,0,shapiq,kernel,2048.0,shapiq / kernel,1.3451,2048101.0,0.034070141665807456,261.03674976269923,0.9416666666666667,0.9825174825174825,3.098281471695571e-09
ames_housing,decision_tree,12,0,shapiq,permutation,128.0,shapiq / permutation,2.2156,123101.0,0.2994673587009772,2361.588092797024,0.9416666666666667,0.9433566433566435,2.8903572631825556e-17
ames_housing,decision_tree,12,0,shapiq,permutation,512.0,shapiq / permutation,5.387,508101.0,0.1328246511404702,1026.5443699447874,0.9666666666666667,0.967832167832168,8.671071789547666e-17
ames_housing,decision_tree,12,0,shapiq,permutation,2048.0,shapiq / permutation,17.818,2048101.0,0.06325596904844359,484.0240564793555,1.0,0.9937062937062937,2.890357263182555e-16
ames_housing,decision_tree,12,0,lightshap,kernel,128.0,lightshap / kernel,3.0702,2752310.0,0.04548867497544398,349.73500020102665,0.8916666666666667,0.9832167832167833,2.8903572631825556e-17
ames_housing,decision_tree,12,0,lightshap,kernel,512.0,lightshap / kernel,10.5136,9427110.0,0.03338038737315411,257.1469797625472,0.9083333333333333,0.9902097902097904,5.780714526365111e-17
ames_housing,decision_tree,12,0,lightshap,kernel,2048.0,lightshap / kernel,24.249,21498510.0,0.024516491267117076,188.19557743197382,0.9416666666666667,0.993006993006993,8.671071789547666e-17
ames_housing,decision_tree,12,0,lightshap,permutation,128.0,lightshap / permutation,2.9627,2279510.0,0.0424798980719914,324.1288484480295,0.975,0.9853146853146854,2.6013215368643004e-16
ames_housing,decision_tree,12,0,lightshap,permutation,512.0,lightshap / permutation,10.0759,7746110.0,0.028021837058268117,215.03710649537973,0.975,0.9895104895104895,3.179392989500811e-16
ames_housing,decision_tree,12,0,lightshap,permutation,2048.0,lightshap / permutation,22.9697,17687510.0,0.020155825216534674,154.46993913681527,0.975,0.990909090909091,4.046500168455577e-16
ames_housing,decision_tree,12,0,dalex,permutation,128.0,dalex / permutation,0.9244,144111.0,0.2860567135620106,2285.533077940126,0.8833333333333333,0.9349650349650351,2.8903572631825556e-17
ames_housing,decision_tree,12,0,dalex,permutation,512.0,dalex / permutation,3.6743,560111.0,0.1233619490681676,949.0803494832189,0.9333333333333333,0.9748251748251751,5.780714526365111e-17
ames_housing,decision_tree,12,0,dalex,permutation,2048.0,dalex / permutation,13.8122,2224111.0,0.06838146230049305,519.5860389097926,0.9833333333333333,0.9923076923076923,0.0
ames_housing,linear_regularized,12,0,shap,kernel,128.0,shap / kernel,0.0476,128110.0,0.00418162343861053,51.71308278022237,1.0,0.9971994276796359,2.796192358189864e-16
ames_housing,linear_regularized,12,0,shap,kernel,512.0,shap / kernel,0.1165,512110.0,0.0031204421536623673,38.605221839590904,1.0,0.997549690913805,2.796192358189864e-16
ames_housing,linear_regularized,12,0,shap,kernel,2048.0,shap / kernel,0.4535,2048110.0,0.0031204930129560726,38.60522183959146,1.0,0.9982502173821434,2.796192358189864e-16
ames_housing,linear_regularized,12,0,shap,permutation,128.0,shap / permutation,0.0532,109382.0,4.477065830837428e-15,5.5438594455855165e-11,1.0,1.0,3.759325281566373e-15
ames_housing,linear_regularized,12,0,shap,permutation,512.0,shap / permutation,0.1538,403723.0,4.137001277884304e-15,5.122764434872807e-11,1.0,1.0,3.821462889526148e-15
ames_housing,linear_regularized,12,0,shap,permutation,2048.0,shap / permutation,0.5855,1600931.0,3.874089065016093e-15,4.7972055957264574e-11,1.0,1.0,4.877802224842318e-15
ames_housing,linear_regularized,12,0,shapiq,kernel,128.0,shapiq / kernel,0.5076,128101.0,1.2575193928879444e-07,0.0015571606676471061,1.0,1.0,4.038944517385359e-15
ames_housing,linear_regularized,12,0,shapiq,kernel,512.0,shapiq / kernel,0.6349,512101.0,2.5085432481022695e-07,0.0031062777487457596,1.0,1.0,5.9962791681182644e-15
ames_housing,linear_regularized,12,0,shapiq,kernel,2048.0,shapiq / kernel,1.2979,2048101.0,2.697809019637935e-07,0.0033406420141604293,1.0,1.0,5.188490264641192e-15
ames_housing,linear_regularized,12,0,shapiq,permutation,128.0,shapiq / permutation,2.2372,123101.0,4.483266015407109e-15,5.5515370078751396e-11,1.0,1.0,4.9710086367819815e-16
ames_housing,linear_regularized,12,0,shapiq,permutation,512.0,shapiq / permutation,5.4225,508101.0,4.1845292520536135e-15,5.181617357408186e-11,1.0,1.0,7.456512955172973e-16
ames_housing,linear_regularized,12,0,shapiq,permutation,2048.0,shapiq / permutation,18.1333,2048101.0,4.15342910712494e-15,5.143106681278671e-11,1.0,1.0,2.454435514411103e-15
ames_housing,linear_regularized,12,0,lightshap,kernel,128.0,lightshap / kernel,0.0495,44110.0,5.9000760311824624e-15,7.30594399792987e-11,1.0,1.0,1.2427521591954951e-16
ames_housing,linear_regularized,12,0,lightshap,kernel,512.0,lightshap / kernel,0.0483,44110.0,5.9000760311824624e-15,7.30594399792987e-11,1.0,1.0,1.2427521591954951e-16
ames_housing,linear_regularized,12,0,lightshap,kernel,2048.0,lightshap / kernel,0.0483,44110.0,5.9000760311824624e-15,7.30594399792987e-11,1.0,1.0,1.2427521591954951e-16
ames_housing,linear_regularized,12,0,lightshap,permutation,128.0,lightshap / permutation,0.0679,60110.0,4.5887558229810864e-15,5.6821628883578045e-11,1.0,1.0,9.320641193966211e-17
ames_housing,linear_regularized,12,0,lightshap,permutation,512.0,lightshap / permutation,0.068,60110.0,4.5887558229810864e-15,5.6821628883578045e-11,1.0,1.0,9.320641193966211e-17
ames_housing,linear_regularized,12,0,lightshap,permutation,2048.0,lightshap / permutation,0.0678,60110.0,4.5887558229810864e-15,5.6821628883578045e-11,1.0,1.0,9.320641193966211e-17
ames_housing,linear_regularized,12,0,dalex,permutation,128.0,dalex / permutation,0.8696,144111.0,4.510364402339634e-15,5.5850923885714106e-11,1.0,1.0,6.835136875575223e-16
ames_housing,linear_regularized,12,0,dalex,permutation,512.0,dalex / permutation,3.2704,560111.0,4.353980840271287e-15,5.391445808318926e-11,1.0,1.0,6.835136875575223e-16
ames_housing,linear_regularized,12,0,dalex,permutation,2048.0,dalex / permutation,13.1206,2224111.0,4.2968683717826034e-15,5.320724601650302e-11,1.0,1.0,5.281696676580854e-16
ames_housing,gradient_boosting,12,0,shap,kernel,128.0,shap / kernel,0.1364,128110.0,0.054768489950632555,346.0510416407681,1.0,0.9828386350787,5.849031792349353e-16
ames_housing,gradient_boosting,12,0,shap,kernel,512.0,shap / kernel,0.379,512110.0,0.02429667513493994,153.3571895618875,0.98989898989899,0.9870417938887298,4.9716770234969495e-16
ames_housing,gradient_boosting,12,0,shap,kernel,2048.0,shap / kernel,1.3787,2048110.0,0.009091944953830628,57.45824549882253,1.0,0.9961486379771284,5.556580202731885e-16
ames_housing,gradient_boosting,12,0,shap,permutation,128.0,shap / permutation,0.1632,109382.0,0.03672172451723248,232.69894212773545,0.9818181818181818,0.9895104895104895,4.3282835263385206e-15
ames_housing,gradient_boosting,12,0,shap,permutation,512.0,shap / permutation,0.5692,403723.0,0.019207655683060414,121.41434083544222,1.0,0.9958041958041959,4.3282835263385206e-15
ames_housing,gradient_boosting,12,0,shap,permutation,2048.0,shap / permutation,2.2408,1600931.0,0.012112529224727544,76.62289376295406,1.0,0.9958041958041959,4.152812572568041e-15
ames_housing,gradient_boosting,12,0,shapiq,kernel,128.0,shapiq / kernel,1.5406,128101.0,0.13404134874364784,875.0901849614016,0.9545454545454546,0.9664335664335665,2.125732194969466e-09
ames_housing,gradient_boosting,12,0,shapiq,kernel,512.0,shapiq / kernel,1.882,512101.0,0.05013671769390928,319.72092948675123,0.9727272727272728,0.9867132867132868,2.2143742425373616e-09
ames_housing,gradient_boosting,12,0,shapiq,kernel,2048.0,shapiq / kernel,3.3096,2048101.0,0.01770416809358631,112.1494382304637,0.9818181818181818,0.9923076923076923,2.2498834513422833e-09
ames_housing,gradient_boosting,12,0,shapiq,permutation,128.0,shapiq / permutation,7.4372,123101.0,0.10158450432548574,641.9415135959187,0.9636363636363636,0.9748251748251751,7.311289740436691e-16
ames_housing,gradient_boosting,12,0,shapiq,permutation,512.0,shapiq / permutation,17.4095,508101.0,0.05864144659423437,370.7266232870738,0.9818181818181818,0.983916083916084,8.77354768852403e-16
ames_housing,gradient_boosting,12,0,shapiq,permutation,2048.0,shapiq / permutation,57.9279,2048101.0,0.02751121792863131,173.4841212398003,1.0,0.9958041958041959,7.311289740436691e-16
ames_housing,gradient_boosting,12,0,lightshap,kernel,128.0,lightshap / kernel,1.8463,869110.0,0.022603622198392414,143.40613080811048,0.9818181818181818,0.9937062937062938,2.924515896174677e-17
ames_housing,gradient_boosting,12,0,lightshap,kernel,512.0,lightshap / kernel,2.112,996710.0,0.02220380201326983,140.85855504973273,0.990909090909091,0.9937062937062938,2.924515896174677e-17
ames_housing,gradient_boosting,12,0,lightshap,kernel,2048.0,lightshap / kernel,2.1154,996710.0,0.02220380201326983,140.85855504973273,0.990909090909091,0.9937062937062938,2.924515896174677e-17
ames_housing,gradient_boosting,12,0,lightshap,permutation,128.0,lightshap / permutation,1.7608,735110.0,0.01900353582730508,120.39911273022862,1.0,0.9993006993006993,5.849031792349354e-17
ames_housing,gradient_boosting,12,0,lightshap,permutation,512.0,lightshap / permutation,2.0151,841310.0,0.018816574186578953,119.20797317242882,1.0,0.9993006993006993,5.849031792349354e-17
ames_housing,gradient_boosting,12,0,lightshap,permutation,2048.0,lightshap / permutation,2.0148,841310.0,0.018816574186578953,119.20797317242882,1.0,0.9993006993006993,5.849031792349354e-17
ames_housing,gradient_boosting,12,0,dalex,permutation,128.0,dalex / permutation,2.3702,144111.0,0.1319022113339219,829.894927406499,0.9636363636363636,0.9447552447552449,8.481096098906561e-16
ames_housing,gradient_boosting,12,0,dalex,permutation,512.0,dalex / permutation,9.0999,560111.0,0.042562196872478725,268.01044249122054,1.0,0.9923076923076926,8.77354768852403e-16
ames_housing,gradient_boosting,12,0,dalex,permutation,2048.0,dalex / permutation,35.9459,2224111.0,0.022489142227728628,142.03630302547356,1.0,0.9965034965034965,9.065999278141498e-16
bike,random_forest,12,0,shap,kernel,128.0,shap / kernel,0.6127,128110.0,0.09094674931377005,1.3317253075239477,0.98,0.9506144175351359,6.940605387676736e-16
bike,random_forest,12,0,shap,kernel,512.0,shap / kernel,1.7513,512110.0,0.03627159849850993,0.5282825774933378,0.98,0.9824883718445306,6.75974270656464e-16
bike,random_forest,12,0,shap,kernel,2048.0,shap / kernel,6.2315,2048110.0,0.01677748171911093,0.2441986010980035,0.99,0.9905444262304217,6.75974270656464e-16
bike,random_forest,12,0,shap,permutation,128.0,shap / permutation,0.8516,104552.0,0.06641431825804156,0.9620390502645718,0.975,0.988811188811189,2.357997204998969e-15
