dataset,model,library,approximator,method,device,n_features,runtime_median,runtime_q25,runtime_q75,gap_mean,gap_q25,gap_q75,rho_median,rho_q25,rho_q75,relative_mae_median,relative_mae_q25,relative_mae_q75,sign_agreement_median,seed_count
gisette,mlp,captum,deep_lift_shap,captum / deep_lift_shap,cpu,100,0.0179,0.017,0.018525,0.8199270185550235,0.7855558093171975,0.8551759320636652,0.9852325232523251,0.9830174017401738,0.9882901290129013,0.8551187222373897,0.8060016895933559,0.947876553009104,0.949,10
gisette,mlp,captum,deep_lift_shap,captum / deep_lift_shap,gpu,100,0.0458,0.043175000000000005,0.046625,0.8199270098086913,0.7855558064251388,0.8551759054752542,0.9852325232523251,0.9830174017401738,0.9882901290129013,0.8551185634521778,0.806001602163988,0.9478765862458723,0.949,10
gisette,mlp,captum,gradient_shap,captum / gradient_shap,cpu,100,0.0632,0.061524999999999996,0.065875,0.06643614723090564,0.05878988661373288,0.07470921671505007,0.995126912691269,0.9946711671167117,0.9957890789078907,0.11888559604492557,0.1118887661743637,0.12457064297353976,0.972,10
gisette,mlp,captum,gradient_shap,captum / gradient_shap,gpu,100,0.11410000000000001,0.109675,0.118775,0.057351755428645367,0.04940035822313312,0.06574500652754314,0.9852325232523251,0.9830174017401738,0.9882901290129013,0.8551185634521778,0.806001602163988,0.9478765862458723,0.949,10
gisette,mlp,shapiq,kernel,shapiq / kernel,cpu,100,1.3112,1.294125,1.373175,4.8472494610544e-08,2.3130186382932335e-08,4.971878186119236e-08,0.7667548754875486,0.7275295529552954,0.7817515751575157,0.6148864501360602,0.5878743984606838,0.6434722547085797,0.77,10
gisette,mlp,shapiq,permutation,shapiq / permutation,cpu,100,0.9762500000000001,0.9607749999999999,0.9901,7.717914947640136e-08,3.7701284439857194e-08,8.510306073978261e-08,0.9805790579057905,0.9791614161416141,0.9810681068106809,0.2560230495577946,0.244808790699598,0.2637397089259716,0.95,10
gisette,mlp,shapiq_proxy,proxy,shapiq / proxyShap,cpu,100,1.3293,1.297125,1.368475,2.0158976296812206e-07,1.7246690254586805e-07,2.525325694243366e-07,0.7704056405640562,0.7486495649564956,0.7935970597059705,0.9621179510419104,0.934749488753582,0.9686787288222967,0.786,10
gisette,transformer,captum,deep_lift_shap,captum / deep_lift_shap,cpu,100,5.246700000000001,5.1776,5.3407,1.0278266676062469,0.9760316817497237,1.040380289774976,0.35088028802880283,0.13854935493549353,0.39791659165916593,1.8685118494029747,1.8246733829219268,1.901060924563387,0.6005,10
gisette,transformer,captum,deep_lift_shap,captum / deep_lift_shap,gpu,100,0.13845000000000002,0.13105,0.15255,,,,,,,,,,,10
gisette,transformer,captum,gradient_shap,captum / gradient_shap,cpu,100,13.66835,13.5864,13.692875,0.16405468444510088,0.11571259474445378,0.21602661871563675,0.35088028802880283,0.13854935493549353,0.39791659165916593,1.8685118494029747,1.8246733829219268,1.901060924563387,0.6005,10
gisette,transformer,captum,gradient_shap,captum / gradient_shap,gpu,100,0.1372,0.12075,0.174825,,,,,,,,,,,10
gisette,transformer,shapiq,kernel,shapiq / kernel,cpu,100,502.27285,493.681,504.29240000000004,7.381944311232602e-08,4.273394468507469e-08,9.340696624664175e-08,0.7916417641764175,0.7562385238523852,0.8309390939093908,0.6664566195054505,0.5979486748965972,0.7137603903939446,0.8029999999999999,10
gisette,transformer,shapiq,permutation,shapiq / permutation,cpu,100,487.89365,479.459775,489.89965,1.2972019380418087e-07,7.770747447596914e-08,1.5219473758751922e-07,0.942155415541554,0.9288376837683767,0.9586735673567355,0.46699074236240323,0.37627057941068076,0.4969369779711703,0.9424999999999999,10
gisette,transformer,shapiq_proxy,proxy,shapiq / proxyShap,cpu,100,503.53505,494.50505,504.1488,2.489975191247277e-07,2.0186560950293905e-07,3.137693066103567e-07,0.7932751275127512,0.7756924692469246,0.8057737773777378,1.0004963138287248,0.9682073563142624,1.0311733803246288,0.8,10
