dataset,model,library,approximator,device,max_depth,seed,n_features,runtime_s
covertype,random_forest,woodelf,interventional,cpu,4,0,54,0.369
covertype,random_forest,woodelf,path_dependent,gpu,4,0,54,3.4046
covertype,random_forest,woodelf,interventional,gpu,4,0,54,3.1281
covertype,random_forest,woodelf,path_dependent,cpu,8,0,54,1.6718
covertype,random_forest,woodelf,interventional,cpu,8,0,54,1.9679
covertype,random_forest,woodelf,path_dependent,gpu,8,0,54,19.3059
covertype,random_forest,woodelf,interventional,gpu,8,0,54,19.8234
covertype,random_forest,woodelf,path_dependent,cpu,12,0,54,3.6361
covertype,random_forest,woodelf,interventional,cpu,12,0,54,6.4262
covertype,random_forest,woodelf,path_dependent,gpu,12,0,54,57.3997
covertype,random_forest,woodelf,interventional,gpu,12,0,54,58.4256
covertype,random_forest,woodelf,path_dependent,cpu,15,0,54,5.3929
covertype,random_forest,woodelf,interventional,cpu,15,0,54,5.9095
covertype,random_forest,woodelf,path_dependent,gpu,15,0,54,90.1934
covertype,random_forest,woodelf,interventional,gpu,15,0,54,88.9833
covertype,random_forest,woodelf,path_dependent,cpu,20,0,54,7.6224
covertype,random_forest,woodelf,interventional,cpu,20,0,54,7.7831
covertype,random_forest,woodelf,path_dependent,gpu,20,0,54,184.446
covertype,random_forest,woodelf,interventional,gpu,20,0,54,168.8382
covertype,random_forest,woodelf,path_dependent,cpu,50,0,54,8.479
covertype,random_forest,woodelf,interventional,cpu,50,0,54,8.3356
covertype,random_forest,woodelf,path_dependent,gpu,50,0,54,605.971
covertype,random_forest,woodelf,interventional,gpu,50,0,54,607.6431
covertype,random_forest,woodelf,path_dependent,cpu,80,0,54,8.6856
covertype,random_forest,woodelf,interventional,cpu,80,0,54,8.3978
covertype,random_forest,woodelf,path_dependent,gpu,80,0,54,609.5771
covertype,random_forest,woodelf,interventional,gpu,80,0,54,605.8754
gisette,xgboost,woodelf,path_dependent,cpu,4,1,1000,0.2704
gisette,xgboost,woodelf,interventional,cpu,4,1,1000,0.339
gisette,xgboost,woodelf,path_dependent,gpu,4,1,1000,3.4296
gisette,xgboost,woodelf,interventional,gpu,4,1,1000,3.3323
gisette,xgboost,woodelf,path_dependent,cpu,8,1,1000,0.3997
gisette,xgboost,woodelf,interventional,cpu,8,1,1000,0.4844
gisette,xgboost,woodelf,path_dependent,gpu,8,1,1000,4.3815
gisette,xgboost,woodelf,interventional,gpu,8,1,1000,4.3929
gisette,xgboost,woodelf,path_dependent,cpu,12,1,1000,0.36
gisette,xgboost,woodelf,interventional,cpu,12,1,1000,0.5364
gisette,xgboost,woodelf,path_dependent,gpu,12,1,1000,4.574
gisette,xgboost,woodelf,interventional,gpu,12,1,1000,4.7185
gisette,xgboost,woodelf,path_dependent,cpu,15,1,1000,0.3644
gisette,xgboost,woodelf,interventional,cpu,15,1,1000,0.543
gisette,xgboost,woodelf,path_dependent,gpu,15,1,1000,4.8342
gisette,xgboost,woodelf,interventional,gpu,15,1,1000,4.9637
gisette,xgboost,woodelf,path_dependent,cpu,20,1,1000,0.3655
gisette,xgboost,woodelf,interventional,cpu,20,1,1000,0.5462
gisette,xgboost,woodelf,path_dependent,gpu,20,1,1000,4.7435
gisette,xgboost,woodelf,interventional,gpu,20,1,1000,4.782
gisette,xgboost,woodelf,path_dependent,cpu,50,1,1000,0.3657
gisette,xgboost,woodelf,interventional,cpu,50,1,1000,0.5344
gisette,xgboost,woodelf,path_dependent,gpu,50,1,1000,4.7417
gisette,xgboost,woodelf,interventional,gpu,50,1,1000,4.7115
gisette,xgboost,woodelf,path_dependent,cpu,80,1,1000,0.3698
gisette,xgboost,woodelf,interventional,cpu,80,1,1000,0.5505
gisette,xgboost,woodelf,path_dependent,gpu,80,1,1000,4.6421
gisette,xgboost,woodelf,interventional,gpu,80,1,1000,4.7681
gisette,lightgbm,woodelf,path_dependent,cpu,4,1,1000,0.3291
gisette,lightgbm,woodelf,interventional,cpu,4,1,1000,0.4135
gisette,lightgbm,woodelf,path_dependent,gpu,4,1,1000,4.0153
gisette,lightgbm,woodelf,interventional,gpu,4,1,1000,3.8355
gisette,lightgbm,woodelf,path_dependent,cpu,8,1,1000,0.8752
gisette,lightgbm,woodelf,interventional,cpu,8,1,1000,1.0073
gisette,lightgbm,woodelf,path_dependent,gpu,8,1,1000,9.635
gisette,lightgbm,woodelf,interventional,gpu,8,1,1000,9.6881
gisette,lightgbm,woodelf,path_dependent,cpu,12,1,1000,0.8582
gisette,lightgbm,woodelf,interventional,cpu,12,1,1000,1.2416
gisette,lightgbm,woodelf,path_dependent,gpu,12,1,1000,10.811
gisette,lightgbm,woodelf,interventional,gpu,12,1,1000,10.684
gisette,lightgbm,woodelf,path_dependent,cpu,15,1,1000,0.8518
gisette,lightgbm,woodelf,interventional,cpu,15,1,1000,1.0488
gisette,lightgbm,woodelf,path_dependent,gpu,15,1,1000,11.3373
gisette,lightgbm,woodelf,interventional,gpu,15,1,1000,11.2831
gisette,lightgbm,woodelf,path_dependent,cpu,20,1,1000,0.8526
gisette,lightgbm,woodelf,interventional,cpu,20,1,1000,1.0435
gisette,lightgbm,woodelf,path_dependent,gpu,20,1,1000,11.3937
gisette,lightgbm,woodelf,interventional,gpu,20,1,1000,11.3338
gisette,lightgbm,woodelf,path_dependent,cpu,50,1,1000,0.8471
gisette,lightgbm,woodelf,interventional,cpu,50,1,1000,1.0352
gisette,lightgbm,woodelf,path_dependent,gpu,50,1,1000,10.8539
gisette,lightgbm,woodelf,interventional,gpu,50,1,1000,10.7803
gisette,lightgbm,woodelf,path_dependent,cpu,80,1,1000,0.8471
gisette,lightgbm,woodelf,interventional,cpu,80,1,1000,1.0413
gisette,lightgbm,woodelf,path_dependent,gpu,80,1,1000,11.2653
gisette,lightgbm,woodelf,interventional,gpu,80,1,1000,11.1917
gisette,random_forest,woodelf,path_dependent,cpu,4,1,1000,0.361
gisette,random_forest,woodelf,interventional,cpu,4,1,1000,0.4787
gisette,random_forest,woodelf,path_dependent,gpu,4,1,1000,5.3464
gisette,random_forest,woodelf,interventional,gpu,4,1,1000,5.009
gisette,random_forest,woodelf,path_dependent,cpu,8,1,1000,1.4782
gisette,random_forest,woodelf,interventional,cpu,8,1,1000,1.7417
gisette,random_forest,woodelf,path_dependent,gpu,8,1,1000,18.1498
gisette,random_forest,woodelf,interventional,gpu,8,1,1000,18.37
gisette,random_forest,woodelf,path_dependent,cpu,12,1,1000,1.5753
gisette,random_forest,woodelf,interventional,cpu,12,1,1000,2.8675
gisette,random_forest,woodelf,path_dependent,gpu,12,1,1000,25.0924
gisette,random_forest,woodelf,interventional,gpu,12,1,1000,25.6207
gisette,random_forest,woodelf,path_dependent,cpu,15,1,1000,1.6917
gisette,random_forest,woodelf,interventional,cpu,15,1,1000,2.0949
gisette,random_forest,woodelf,path_dependent,gpu,15,1,1000,27.5271
gisette,random_forest,woodelf,interventional,gpu,15,1,1000,27.3468
gisette,random_forest,woodelf,path_dependent,cpu,20,1,1000,1.6841
gisette,random_forest,woodelf,interventional,cpu,20,1,1000,2.1318
gisette,random_forest,woodelf,path_dependent,gpu,20,1,1000,33.9736
gisette,random_forest,woodelf,interventional,gpu,20,1,1000,33.6073
gisette,random_forest,woodelf,path_dependent,cpu,50,1,1000,1.6466
gisette,random_forest,woodelf,interventional,cpu,50,1,1000,2.059
gisette,random_forest,woodelf,path_dependent,gpu,50,1,1000,33.4934
gisette,random_forest,woodelf,interventional,gpu,50,1,1000,33.3661
gisette,random_forest,woodelf,path_dependent,cpu,80,1,1000,1.6855
gisette,random_forest,woodelf,interventional,cpu,80,1,1000,2.0753
gisette,random_forest,woodelf,path_dependent,gpu,80,1,1000,34.7618
gisette,random_forest,woodelf,interventional,gpu,80,1,1000,34.0183
ames_housing,xgboost,woodelf,path_dependent,cpu,4,1,79,0.3088
ames_housing,xgboost,woodelf,interventional,cpu,4,1,79,0.3782
ames_housing,xgboost,woodelf,path_dependent,gpu,4,1,79,3.2129
ames_housing,xgboost,woodelf,interventional,gpu,4,1,79,3.0818
ames_housing,xgboost,woodelf,path_dependent,cpu,8,1,79,2.1444
ames_housing,xgboost,woodelf,interventional,cpu,8,1,79,2.4117
ames_housing,xgboost,woodelf,path_dependent,gpu,8,1,79,26.4259
ames_housing,xgboost,woodelf,interventional,gpu,8,1,79,27.1043
ames_housing,xgboost,woodelf,path_dependent,cpu,12,1,79,5.6925
ames_housing,xgboost,woodelf,interventional,cpu,12,1,79,11.0216
ames_housing,xgboost,woodelf,path_dependent,gpu,12,1,79,94.0008
ames_housing,xgboost,woodelf,interventional,gpu,12,1,79,95.1131
ames_housing,xgboost,woodelf,path_dependent,cpu,15,1,79,8.2408
ames_housing,xgboost,woodelf,interventional,cpu,15,1,79,8.7148
ames_housing,xgboost,woodelf,path_dependent,gpu,15,1,79,155.8465
ames_housing,xgboost,woodelf,interventional,gpu,15,1,79,152.0765
ames_housing,xgboost,woodelf,path_dependent,cpu,20,1,79,11.8087
ames_housing,xgboost,woodelf,interventional,cpu,20,1,79,10.683
ames_housing,xgboost,woodelf,path_dependent,gpu,20,1,79,279.1106
ames_housing,xgboost,woodelf,interventional,gpu,20,1,79,245.2077
ames_housing,xgboost,woodelf,path_dependent,cpu,50,1,79,12.4538
ames_housing,xgboost,woodelf,interventional,cpu,50,1,79,11.432
ames_housing,xgboost,woodelf,path_dependent,gpu,50,1,79,609.722
ames_housing,xgboost,woodelf,interventional,gpu,50,1,79,608.5946
ames_housing,xgboost,woodelf,path_dependent,cpu,80,1,79,12.7132
ames_housing,xgboost,woodelf,interventional,cpu,80,1,79,11.4429
ames_housing,xgboost,woodelf,path_dependent,gpu,80,1,79,614.454
ames_housing,xgboost,woodelf,interventional,gpu,80,1,79,616.3053
ames_housing,lightgbm,woodelf,path_dependent,cpu,4,1,79,0.2079
ames_housing,lightgbm,woodelf,interventional,cpu,4,1,79,0.2669
ames_housing,lightgbm,woodelf,path_dependent,gpu,4,1,79,2.1386
ames_housing,lightgbm,woodelf,interventional,gpu,4,1,79,1.9039
ames_housing,lightgbm,woodelf,path_dependent,cpu,8,1,79,0.5043
ames_housing,lightgbm,woodelf,interventional,cpu,8,1,79,0.5939
ames_housing,lightgbm,woodelf,path_dependent,gpu,8,1,79,5.7888
ames_housing,lightgbm,woodelf,interventional,gpu,8,1,79,5.4316
ames_housing,lightgbm,woodelf,path_dependent,cpu,12,1,79,0.6723
ames_housing,lightgbm,woodelf,interventional,cpu,12,1,79,1.0361
ames_housing,lightgbm,woodelf,path_dependent,gpu,12,1,79,8.8741
ames_housing,lightgbm,woodelf,interventional,gpu,12,1,79,8.9288
ames_housing,lightgbm,woodelf,path_dependent,cpu,15,1,79,0.8149
ames_housing,lightgbm,woodelf,interventional,cpu,15,1,79,0.9362
ames_housing,lightgbm,woodelf,path_dependent,gpu,15,1,79,12.8018
ames_housing,lightgbm,woodelf,interventional,gpu,15,1,79,12.5626
ames_housing,lightgbm,woodelf,path_dependent,cpu,20,1,79,0.989
ames_housing,lightgbm,woodelf,interventional,cpu,20,1,79,1.0733
ames_housing,lightgbm,woodelf,path_dependent,gpu,20,1,79,46.1504
ames_housing,lightgbm,woodelf,interventional,gpu,20,1,79,42.7584
ames_housing,lightgbm,woodelf,path_dependent,cpu,50,1,79,0.985
ames_housing,lightgbm,woodelf,interventional,cpu,50,1,79,1.0604
ames_housing,lightgbm,woodelf,path_dependent,gpu,50,1,79,608.773
ames_housing,lightgbm,woodelf,interventional,gpu,50,1,79,609.4621
ames_housing,lightgbm,woodelf,path_dependent,cpu,80,1,79,1.0225
ames_housing,lightgbm,woodelf,interventional,cpu,80,1,79,1.1074
ames_housing,lightgbm,woodelf,path_dependent,gpu,80,1,79,611.272
ames_housing,lightgbm,woodelf,interventional,gpu,80,1,79,610.7306
ames_housing,random_forest,woodelf,path_dependent,cpu,4,1,79,0.3201
ames_housing,random_forest,woodelf,interventional,cpu,4,1,79,0.4119
ames_housing,random_forest,woodelf,path_dependent,gpu,4,1,79,3.4001
ames_housing,random_forest,woodelf,interventional,gpu,4,1,79,3.1752
ames_housing,random_forest,woodelf,path_dependent,cpu,8,1,79,4.3992
ames_housing,random_forest,woodelf,interventional,cpu,8,1,79,5.3263
ames_housing,random_forest,woodelf,path_dependent,gpu,8,1,79,52.7829
ames_housing,random_forest,woodelf,interventional,gpu,8,1,79,56.4111
ames_housing,random_forest,woodelf,path_dependent,cpu,12,1,79,12.6236
ames_housing,random_forest,woodelf,interventional,cpu,12,1,79,21.6026
ames_housing,random_forest,woodelf,path_dependent,gpu,12,1,79,202.8672
ames_housing,random_forest,woodelf,interventional,gpu,12,1,79,207.8428
ames_housing,random_forest,woodelf,path_dependent,cpu,15,1,79,16.5159
ames_housing,random_forest,woodelf,interventional,cpu,15,1,79,18.5722
ames_housing,random_forest,woodelf,path_dependent,gpu,15,1,79,283.4027
ames_housing,random_forest,woodelf,interventional,gpu,15,1,79,288.51
ames_housing,random_forest,woodelf,path_dependent,cpu,20,1,79,18.2522
ames_housing,random_forest,woodelf,interventional,cpu,20,1,79,20.2742
ames_housing,random_forest,woodelf,path_dependent,gpu,20,1,79,359.3216
ames_housing,random_forest,woodelf,interventional,gpu,20,1,79,363.7231
ames_housing,random_forest,woodelf,path_dependent,cpu,50,1,79,18.1737
ames_housing,random_forest,woodelf,interventional,cpu,50,1,79,20.0879
ames_housing,random_forest,woodelf,path_dependent,gpu,50,1,79,608.0685
ames_housing,random_forest,woodelf,interventional,gpu,50,1,79,616.0137
ames_housing,random_forest,woodelf,path_dependent,cpu,80,1,79,18.2456
ames_housing,random_forest,woodelf,interventional,cpu,80,1,79,20.303
ames_housing,random_forest,woodelf,path_dependent,gpu,80,1,79,610.7555
ames_housing,random_forest,woodelf,interventional,gpu,80,1,79,616.585
bike,xgboost,woodelf,path_dependent,cpu,4,1,12,0.3164
bike,xgboost,woodelf,interventional,cpu,4,1,12,0.3819
bike,xgboost,woodelf,path_dependent,gpu,4,1,12,2.9074
bike,xgboost,woodelf,interventional,gpu,4,1,12,3.0524
bike,xgboost,woodelf,path_dependent,cpu,8,1,12,3.0418
bike,xgboost,woodelf,interventional,cpu,8,1,12,3.7127
bike,xgboost,woodelf,path_dependent,gpu,8,1,12,33.2771
bike,xgboost,woodelf,interventional,gpu,8,1,12,35.0693
bike,xgboost,woodelf,path_dependent,cpu,12,1,12,9.725
bike,xgboost,woodelf,interventional,cpu,12,1,12,12.4421
bike,xgboost,woodelf,path_dependent,gpu,12,1,12,125.5863
bike,xgboost,woodelf,interventional,gpu,12,1,12,128.9198
bike,xgboost,woodelf,path_dependent,cpu,15,1,12,11.9336
bike,xgboost,woodelf,interventional,cpu,15,1,12,15.5445
bike,xgboost,woodelf,path_dependent,gpu,15,1,12,156.347
bike,xgboost,woodelf,interventional,gpu,15,1,12,164.4764
bike,xgboost,woodelf,path_dependent,cpu,20,1,12,13.342
bike,xgboost,woodelf,interventional,cpu,20,1,12,17.1497
bike,xgboost,woodelf,path_dependent,gpu,20,1,12,176.9723
bike,xgboost,woodelf,interventional,gpu,20,1,12,186.6918
bike,xgboost,woodelf,path_dependent,cpu,50,1,12,12.9696
bike,xgboost,woodelf,interventional,cpu,50,1,12,16.642
bike,xgboost,woodelf,path_dependent,gpu,50,1,12,173.3707
bike,xgboost,woodelf,interventional,gpu,50,1,12,181.2236
bike,xgboost,woodelf,path_dependent,cpu,80,1,12,13.1341
bike,xgboost,woodelf,interventional,cpu,80,1,12,16.9429
bike,xgboost,woodelf,path_dependent,gpu,80,1,12,179.965
bike,xgboost,woodelf,interventional,gpu,80,1,12,187.2835
bike,lightgbm,woodelf,path_dependent,cpu,4,1,12,0.2629
bike,lightgbm,woodelf,interventional,cpu,4,1,12,0.3314
bike,lightgbm,woodelf,path_dependent,gpu,4,1,12,2.4543
bike,lightgbm,woodelf,interventional,gpu,4,1,12,2.2997
bike,lightgbm,woodelf,path_dependent,cpu,8,1,12,0.681
bike,lightgbm,woodelf,interventional,cpu,8,1,12,0.8249
bike,lightgbm,woodelf,path_dependent,gpu,8,1,12,6.6735
bike,lightgbm,woodelf,interventional,gpu,8,1,12,6.5916
bike,lightgbm,woodelf,path_dependent,cpu,12,1,12,0.7778
bike,lightgbm,woodelf,interventional,cpu,12,1,12,1.005
bike,lightgbm,woodelf,path_dependent,gpu,12,1,12,7.8647
bike,lightgbm,woodelf,interventional,gpu,12,1,12,8.1707
bike,lightgbm,woodelf,path_dependent,cpu,15,1,12,0.7692
bike,lightgbm,woodelf,interventional,cpu,15,1,12,0.9828
bike,lightgbm,woodelf,path_dependent,gpu,15,1,12,8.1157
bike,lightgbm,woodelf,interventional,gpu,15,1,12,8.2032
bike,lightgbm,woodelf,path_dependent,cpu,20,1,12,0.7997
bike,lightgbm,woodelf,interventional,cpu,20,1,12,1.0341
bike,lightgbm,woodelf,path_dependent,gpu,20,1,12,8.0832
bike,lightgbm,woodelf,interventional,gpu,20,1,12,8.337
bike,lightgbm,woodelf,path_dependent,cpu,50,1,12,0.7877
bike,lightgbm,woodelf,interventional,cpu,50,1,12,1.0055
bike,lightgbm,woodelf,path_dependent,gpu,50,1,12,8.2412
bike,lightgbm,woodelf,interventional,gpu,50,1,12,8.4992
bike,lightgbm,woodelf,path_dependent,cpu,80,1,12,0.7869
bike,lightgbm,woodelf,interventional,cpu,80,1,12,1.0084
bike,lightgbm,woodelf,path_dependent,gpu,80,1,12,7.9804
bike,lightgbm,woodelf,interventional,gpu,80,1,12,8.1925
bike,random_forest,woodelf,path_dependent,cpu,4,1,12,0.3024
bike,random_forest,woodelf,interventional,cpu,4,1,12,0.4122
bike,random_forest,woodelf,path_dependent,gpu,4,1,12,3.2437
bike,random_forest,woodelf,interventional,gpu,4,1,12,2.9557
bike,random_forest,woodelf,path_dependent,cpu,8,1,12,4.2959
bike,random_forest,woodelf,interventional,cpu,8,1,12,5.4586
bike,random_forest,woodelf,path_dependent,gpu,8,1,12,49.0205
bike,random_forest,woodelf,interventional,gpu,8,1,12,50.8985
bike,random_forest,woodelf,path_dependent,cpu,12,1,12,12.0796
bike,random_forest,woodelf,interventional,cpu,12,1,12,15.9046
bike,random_forest,woodelf,path_dependent,gpu,12,1,12,163.2106
bike,random_forest,woodelf,interventional,gpu,12,1,12,170.5853
bike,random_forest,woodelf,path_dependent,cpu,15,1,12,14.8391
bike,random_forest,woodelf,interventional,cpu,15,1,12,19.5081
bike,random_forest,woodelf,path_dependent,gpu,15,1,12,194.5964
bike,random_forest,woodelf,interventional,gpu,15,1,12,204.2312
bike,random_forest,woodelf,path_dependent,cpu,20,1,12,15.7536
bike,random_forest,woodelf,interventional,cpu,20,1,12,20.8294
bike,random_forest,woodelf,path_dependent,gpu,20,1,12,211.9646
bike,random_forest,woodelf,interventional,gpu,20,1,12,222.0118
bike,random_forest,woodelf,path_dependent,cpu,50,1,12,15.834
bike,random_forest,woodelf,interventional,cpu,50,1,12,21.1189
bike,random_forest,woodelf,path_dependent,gpu,50,1,12,208.0766
bike,random_forest,woodelf,interventional,gpu,50,1,12,220.4927
bike,random_forest,woodelf,path_dependent,cpu,80,1,12,15.9423
bike,random_forest,woodelf,interventional,cpu,80,1,12,21.0646
bike,random_forest,woodelf,path_dependent,gpu,80,1,12,210.4849
bike,random_forest,woodelf,interventional,gpu,80,1,12,218.2089
diabetes_130,xgboost,woodelf,path_dependent,cpu,4,1,47,0.229
diabetes_130,xgboost,woodelf,interventional,cpu,4,1,47,0.2787
diabetes_130,xgboost,woodelf,path_dependent,gpu,4,1,47,2.126
diabetes_130,xgboost,woodelf,interventional,gpu,4,1,47,2.1681
diabetes_130,xgboost,woodelf,path_dependent,cpu,8,1,47,0.6812
diabetes_130,xgboost,woodelf,interventional,cpu,8,1,47,0.7798
diabetes_130,xgboost,woodelf,path_dependent,gpu,8,1,47,7.5795
diabetes_130,xgboost,woodelf,interventional,gpu,8,1,47,7.8207
diabetes_130,xgboost,woodelf,path_dependent,cpu,12,1,47,0.7249
diabetes_130,xgboost,woodelf,interventional,cpu,12,1,47,0.9744
diabetes_130,xgboost,woodelf,path_dependent,gpu,12,1,47,9.7021
diabetes_130,xgboost,woodelf,interventional,gpu,12,1,47,10.1162
diabetes_130,xgboost,woodelf,path_dependent,cpu,15,1,47,0.7776
diabetes_130,xgboost,woodelf,interventional,cpu,15,1,47,0.9944
diabetes_130,xgboost,woodelf,path_dependent,gpu,15,1,47,11.023
diabetes_130,xgboost,woodelf,interventional,gpu,15,1,47,11.3008
diabetes_130,xgboost,woodelf,path_dependent,cpu,20,1,47,0.7412
diabetes_130,xgboost,woodelf,interventional,cpu,20,1,47,0.95
diabetes_130,xgboost,woodelf,path_dependent,gpu,20,1,47,13.1484
diabetes_130,xgboost,woodelf,interventional,gpu,20,1,47,13.45
diabetes_130,xgboost,woodelf,path_dependent,cpu,50,1,47,0.7549
diabetes_130,xgboost,woodelf,interventional,cpu,50,1,47,0.9729
diabetes_130,xgboost,woodelf,path_dependent,gpu,50,1,47,13.3287
diabetes_130,xgboost,woodelf,interventional,gpu,50,1,47,13.4311
diabetes_130,xgboost,woodelf,path_dependent,cpu,80,1,47,0.7526
diabetes_130,xgboost,woodelf,interventional,cpu,80,1,47,0.9611
diabetes_130,xgboost,woodelf,path_dependent,gpu,80,1,47,13.5918
diabetes_130,xgboost,woodelf,interventional,gpu,80,1,47,13.5136
diabetes_130,lightgbm,woodelf,path_dependent,cpu,4,1,47,0.237
diabetes_130,lightgbm,woodelf,interventional,cpu,4,1,47,0.293
diabetes_130,lightgbm,woodelf,path_dependent,gpu,4,1,47,2.3973
diabetes_130,lightgbm,woodelf,interventional,gpu,4,1,47,2.1023
diabetes_130,lightgbm,woodelf,path_dependent,cpu,8,1,47,0.7345
diabetes_130,lightgbm,woodelf,interventional,cpu,8,1,47,0.855
diabetes_130,lightgbm,woodelf,path_dependent,gpu,8,1,47,7.6465
diabetes_130,lightgbm,woodelf,interventional,gpu,8,1,47,7.7256
diabetes_130,lightgbm,woodelf,path_dependent,cpu,12,1,47,0.8294
diabetes_130,lightgbm,woodelf,interventional,cpu,12,1,47,1.079
diabetes_130,lightgbm,woodelf,path_dependent,gpu,12,1,47,9.7679
diabetes_130,lightgbm,woodelf,interventional,gpu,12,1,47,9.8063
diabetes_130,lightgbm,woodelf,path_dependent,cpu,15,1,47,0.8679
diabetes_130,lightgbm,woodelf,interventional,cpu,15,1,47,1.0624
diabetes_130,lightgbm,woodelf,path_dependent,gpu,15,1,47,10.8013
diabetes_130,lightgbm,woodelf,interventional,gpu,15,1,47,10.6166
diabetes_130,lightgbm,woodelf,path_dependent,cpu,20,1,47,0.8603
diabetes_130,lightgbm,woodelf,interventional,cpu,20,1,47,1.0666
diabetes_130,lightgbm,woodelf,path_dependent,gpu,20,1,47,40.4917
diabetes_130,lightgbm,woodelf,interventional,gpu,20,1,47,40.5566
diabetes_130,lightgbm,woodelf,path_dependent,cpu,50,1,47,0.8685
diabetes_130,lightgbm,woodelf,interventional,cpu,50,1,47,1.0576
