dataset,model,library,approximator,device,max_depth,seed,n_features,runtime_s
gisette,lightgbm,woodelf,interventional,gpu,8,5,1000,9.7911
gisette,lightgbm,woodelf,path_dependent,cpu,12,5,1000,0.8587
gisette,lightgbm,woodelf,interventional,cpu,12,5,1000,1.2992
gisette,lightgbm,woodelf,path_dependent,gpu,12,5,1000,11.0412
gisette,lightgbm,woodelf,interventional,gpu,12,5,1000,11.0246
gisette,lightgbm,woodelf,path_dependent,cpu,15,5,1000,0.8583
gisette,lightgbm,woodelf,interventional,cpu,15,5,1000,1.0527
gisette,lightgbm,woodelf,path_dependent,gpu,15,5,1000,12.1194
gisette,lightgbm,woodelf,interventional,gpu,15,5,1000,11.5204
gisette,lightgbm,woodelf,path_dependent,cpu,20,5,1000,0.9481
gisette,lightgbm,woodelf,interventional,cpu,20,5,1000,1.1401
gisette,lightgbm,woodelf,path_dependent,gpu,20,5,1000,12.7939
gisette,lightgbm,woodelf,interventional,gpu,20,5,1000,12.5775
gisette,lightgbm,woodelf,path_dependent,cpu,50,5,1000,0.8707
gisette,lightgbm,woodelf,interventional,cpu,50,5,1000,1.0426
gisette,lightgbm,woodelf,path_dependent,gpu,50,5,1000,12.0726
gisette,lightgbm,woodelf,interventional,gpu,50,5,1000,11.9374
gisette,lightgbm,woodelf,path_dependent,cpu,80,5,1000,0.8882
gisette,lightgbm,woodelf,interventional,cpu,80,5,1000,1.0556
gisette,lightgbm,woodelf,path_dependent,gpu,80,5,1000,12.0078
gisette,lightgbm,woodelf,interventional,gpu,80,5,1000,11.7878
gisette,random_forest,woodelf,path_dependent,cpu,4,5,1000,0.3609
gisette,random_forest,woodelf,interventional,cpu,4,5,1000,0.4726
gisette,random_forest,woodelf,path_dependent,gpu,4,5,1000,5.0588
gisette,random_forest,woodelf,interventional,gpu,4,5,1000,4.7832
gisette,random_forest,woodelf,path_dependent,cpu,8,5,1000,1.3834
gisette,random_forest,woodelf,interventional,cpu,8,5,1000,1.6507
gisette,random_forest,woodelf,path_dependent,gpu,8,5,1000,17.0334
gisette,random_forest,woodelf,interventional,gpu,8,5,1000,17.1829
gisette,random_forest,woodelf,path_dependent,cpu,12,5,1000,1.5874
gisette,random_forest,woodelf,interventional,cpu,12,5,1000,2.8684
gisette,random_forest,woodelf,path_dependent,gpu,12,5,1000,24.2201
gisette,random_forest,woodelf,interventional,gpu,12,5,1000,24.3408
gisette,random_forest,woodelf,path_dependent,cpu,15,5,1000,1.6946
gisette,random_forest,woodelf,interventional,cpu,15,5,1000,2.0602
gisette,random_forest,woodelf,path_dependent,gpu,15,5,1000,26.8815
gisette,random_forest,woodelf,interventional,gpu,15,5,1000,26.8884
gisette,random_forest,woodelf,path_dependent,cpu,20,5,1000,1.643
gisette,random_forest,woodelf,interventional,cpu,20,5,1000,2.0049
gisette,random_forest,woodelf,path_dependent,gpu,20,5,1000,57.6962
gisette,random_forest,woodelf,interventional,gpu,20,5,1000,56.9785
gisette,random_forest,woodelf,path_dependent,cpu,50,5,1000,1.6466
gisette,random_forest,woodelf,interventional,cpu,50,5,1000,2.0359
gisette,random_forest,woodelf,path_dependent,gpu,50,5,1000,59.0356
gisette,random_forest,woodelf,interventional,gpu,50,5,1000,56.147
gisette,random_forest,woodelf,path_dependent,cpu,80,5,1000,1.6837
gisette,random_forest,woodelf,interventional,cpu,80,5,1000,2.0468
gisette,random_forest,woodelf,path_dependent,gpu,80,5,1000,59.1821
gisette,random_forest,woodelf,interventional,gpu,80,5,1000,56.4379
ames_housing,xgboost,woodelf,path_dependent,cpu,4,5,79,0.2961
ames_housing,xgboost,woodelf,interventional,cpu,4,5,79,0.352
ames_housing,xgboost,woodelf,path_dependent,gpu,4,5,79,2.7938
ames_housing,xgboost,woodelf,interventional,gpu,4,5,79,2.8899
ames_housing,xgboost,woodelf,path_dependent,cpu,8,5,79,2.3209
ames_housing,xgboost,woodelf,interventional,cpu,8,5,79,2.6666
ames_housing,xgboost,woodelf,path_dependent,gpu,8,5,79,28.8326
ames_housing,xgboost,woodelf,interventional,gpu,8,5,79,29.8039
ames_housing,xgboost,woodelf,path_dependent,cpu,12,5,79,6.5685
ames_housing,xgboost,woodelf,interventional,cpu,12,5,79,12.1094
ames_housing,xgboost,woodelf,path_dependent,gpu,12,5,79,105.1164
ames_housing,xgboost,woodelf,interventional,gpu,12,5,79,106.2309
ames_housing,xgboost,woodelf,path_dependent,cpu,15,5,79,9.415
ames_housing,xgboost,woodelf,interventional,cpu,15,5,79,10.2551
ames_housing,xgboost,woodelf,path_dependent,gpu,15,5,79,169.435
ames_housing,xgboost,woodelf,interventional,gpu,15,5,79,167.372
ames_housing,xgboost,woodelf,path_dependent,cpu,20,5,79,12.1143
ames_housing,xgboost,woodelf,interventional,cpu,20,5,79,12.0308
ames_housing,xgboost,woodelf,path_dependent,gpu,20,5,79,289.6762
ames_housing,xgboost,woodelf,interventional,gpu,20,5,79,257.9868
ames_housing,xgboost,woodelf,path_dependent,cpu,50,5,79,12.0678
ames_housing,xgboost,woodelf,interventional,cpu,50,5,79,11.3206
ames_housing,xgboost,woodelf,path_dependent,gpu,50,5,79,615.7679
ames_housing,xgboost,woodelf,interventional,gpu,50,5,79,611.5797
ames_housing,xgboost,woodelf,path_dependent,cpu,80,5,79,11.9538
ames_housing,xgboost,woodelf,interventional,cpu,80,5,79,11.5273
ames_housing,xgboost,woodelf,path_dependent,gpu,80,5,79,616.0138
ames_housing,xgboost,woodelf,interventional,gpu,80,5,79,613.7501
ames_housing,lightgbm,woodelf,path_dependent,cpu,4,5,79,0.1985
ames_housing,lightgbm,woodelf,interventional,cpu,4,5,79,0.2428
ames_housing,lightgbm,woodelf,path_dependent,gpu,4,5,79,2.0818
ames_housing,lightgbm,woodelf,interventional,gpu,4,5,79,1.8154
ames_housing,lightgbm,woodelf,path_dependent,cpu,8,5,79,0.493
ames_housing,lightgbm,woodelf,interventional,cpu,8,5,79,0.5796
ames_housing,lightgbm,woodelf,path_dependent,gpu,8,5,79,5.2034
ames_housing,lightgbm,woodelf,interventional,gpu,8,5,79,5.1245
ames_housing,lightgbm,woodelf,path_dependent,cpu,12,5,79,0.6773
ames_housing,lightgbm,woodelf,interventional,cpu,12,5,79,1.061
ames_housing,lightgbm,woodelf,path_dependent,gpu,12,5,79,9.1013
ames_housing,lightgbm,woodelf,interventional,gpu,12,5,79,9.0979
ames_housing,lightgbm,woodelf,path_dependent,cpu,15,5,79,0.8435
ames_housing,lightgbm,woodelf,interventional,cpu,15,5,79,0.9691
ames_housing,lightgbm,woodelf,path_dependent,gpu,15,5,79,12.5858
ames_housing,lightgbm,woodelf,interventional,gpu,15,5,79,12.286
ames_housing,lightgbm,woodelf,path_dependent,cpu,20,5,79,0.9923
ames_housing,lightgbm,woodelf,interventional,cpu,20,5,79,1.073
ames_housing,lightgbm,woodelf,path_dependent,gpu,20,5,79,45.193
ames_housing,lightgbm,woodelf,interventional,gpu,20,5,79,44.4137
ames_housing,lightgbm,woodelf,path_dependent,cpu,50,5,79,0.9968
ames_housing,lightgbm,woodelf,interventional,cpu,50,5,79,1.0901
ames_housing,lightgbm,woodelf,path_dependent,gpu,50,5,79,606.79
ames_housing,lightgbm,woodelf,interventional,gpu,50,5,79,607.5122
ames_housing,lightgbm,woodelf,path_dependent,cpu,80,5,79,0.9763
ames_housing,lightgbm,woodelf,interventional,cpu,80,5,79,1.0733
ames_housing,lightgbm,woodelf,path_dependent,gpu,80,5,79,605.5297
ames_housing,lightgbm,woodelf,interventional,gpu,80,5,79,610.9024
ames_housing,random_forest,woodelf,path_dependent,cpu,4,5,79,0.3331
ames_housing,random_forest,woodelf,interventional,cpu,4,5,79,0.4224
ames_housing,random_forest,woodelf,path_dependent,gpu,4,5,79,3.3608
ames_housing,random_forest,woodelf,interventional,gpu,4,5,79,3.2368
ames_housing,random_forest,woodelf,path_dependent,cpu,8,5,79,4.5398
ames_housing,random_forest,woodelf,interventional,cpu,8,5,79,5.4213
ames_housing,random_forest,woodelf,path_dependent,gpu,8,5,79,54.1025
ames_housing,random_forest,woodelf,interventional,gpu,8,5,79,56.5713
ames_housing,random_forest,woodelf,path_dependent,cpu,12,5,79,14.0721
ames_housing,random_forest,woodelf,interventional,cpu,12,5,79,25.1565
ames_housing,random_forest,woodelf,path_dependent,gpu,12,5,79,232.0778
ames_housing,random_forest,woodelf,interventional,gpu,12,5,79,233.3838
ames_housing,random_forest,woodelf,path_dependent,cpu,15,5,79,16.8315
ames_housing,random_forest,woodelf,interventional,cpu,15,5,79,18.9758
ames_housing,random_forest,woodelf,path_dependent,gpu,15,5,79,293.4469
ames_housing,random_forest,woodelf,interventional,gpu,15,5,79,297.045
ames_housing,random_forest,woodelf,path_dependent,cpu,20,5,79,19.1822
ames_housing,random_forest,woodelf,interventional,cpu,20,5,79,20.8588
ames_housing,random_forest,woodelf,path_dependent,gpu,20,5,79,368.1929
ames_housing,random_forest,woodelf,interventional,gpu,20,5,79,358.38
ames_housing,random_forest,woodelf,path_dependent,cpu,50,5,79,18.8507
ames_housing,random_forest,woodelf,interventional,cpu,50,5,79,20.4553
ames_housing,random_forest,woodelf,path_dependent,gpu,50,5,79,605.8587
ames_housing,random_forest,woodelf,interventional,gpu,50,5,79,607.8091
ames_housing,random_forest,woodelf,path_dependent,cpu,80,5,79,20.4476
ames_housing,random_forest,woodelf,interventional,cpu,80,5,79,21.972
ames_housing,random_forest,woodelf,path_dependent,gpu,80,5,79,605.2737
ames_housing,random_forest,woodelf,interventional,gpu,80,5,79,607.2315
bike,xgboost,woodelf,path_dependent,cpu,4,5,12,0.3006
bike,xgboost,woodelf,interventional,cpu,4,5,12,0.3646
bike,xgboost,woodelf,path_dependent,gpu,4,5,12,2.9176
bike,xgboost,woodelf,interventional,gpu,4,5,12,2.858
bike,xgboost,woodelf,path_dependent,cpu,8,5,12,2.6429
bike,xgboost,woodelf,interventional,cpu,8,5,12,3.2813
bike,xgboost,woodelf,path_dependent,gpu,8,5,12,30.6707
bike,xgboost,woodelf,interventional,gpu,8,5,12,32.0238
bike,xgboost,woodelf,path_dependent,cpu,12,5,12,9.2813
bike,xgboost,woodelf,interventional,cpu,12,5,12,11.8517
bike,xgboost,woodelf,path_dependent,gpu,12,5,12,119.8333
bike,xgboost,woodelf,interventional,gpu,12,5,12,125.7932
bike,xgboost,woodelf,path_dependent,cpu,15,5,12,12.3607
bike,xgboost,woodelf,interventional,cpu,15,5,12,16.0018
bike,xgboost,woodelf,path_dependent,gpu,15,5,12,167.1578
bike,xgboost,woodelf,interventional,gpu,15,5,12,178.1471
bike,xgboost,woodelf,path_dependent,cpu,20,5,12,13.9415
bike,xgboost,woodelf,interventional,cpu,20,5,12,18.1026
bike,xgboost,woodelf,path_dependent,gpu,20,5,12,185.9526
bike,xgboost,woodelf,interventional,gpu,20,5,12,193.9429
bike,xgboost,woodelf,path_dependent,cpu,50,5,12,12.7379
bike,xgboost,woodelf,interventional,cpu,50,5,12,16.7099
bike,xgboost,woodelf,path_dependent,gpu,50,5,12,173.0449
bike,xgboost,woodelf,interventional,gpu,50,5,12,181.3445
bike,xgboost,woodelf,path_dependent,cpu,80,5,12,14.104
bike,xgboost,woodelf,interventional,cpu,80,5,12,17.9631
bike,xgboost,woodelf,path_dependent,gpu,80,5,12,185.2424
bike,xgboost,woodelf,interventional,gpu,80,5,12,192.342
bike,lightgbm,woodelf,path_dependent,cpu,4,5,12,0.2494
bike,lightgbm,woodelf,interventional,cpu,4,5,12,0.3107
bike,lightgbm,woodelf,path_dependent,gpu,4,5,12,2.493
bike,lightgbm,woodelf,interventional,gpu,4,5,12,2.207
bike,lightgbm,woodelf,path_dependent,cpu,8,5,12,0.6314
bike,lightgbm,woodelf,interventional,cpu,8,5,12,0.7877
bike,lightgbm,woodelf,path_dependent,gpu,8,5,12,6.5638
bike,lightgbm,woodelf,interventional,gpu,8,5,12,6.654
bike,lightgbm,woodelf,path_dependent,cpu,12,5,12,0.7792
bike,lightgbm,woodelf,interventional,cpu,12,5,12,0.9893
bike,lightgbm,woodelf,path_dependent,gpu,12,5,12,8.618
bike,lightgbm,woodelf,interventional,gpu,12,5,12,8.7767
bike,lightgbm,woodelf,path_dependent,cpu,15,5,12,0.877
bike,lightgbm,woodelf,interventional,cpu,15,5,12,1.1038
bike,lightgbm,woodelf,path_dependent,gpu,15,5,12,9.363
bike,lightgbm,woodelf,interventional,gpu,15,5,12,9.4815
bike,lightgbm,woodelf,path_dependent,cpu,20,5,12,0.7734
bike,lightgbm,woodelf,interventional,cpu,20,5,12,0.9907
bike,lightgbm,woodelf,path_dependent,gpu,20,5,12,8.2211
bike,lightgbm,woodelf,interventional,gpu,20,5,12,8.3295
bike,lightgbm,woodelf,path_dependent,cpu,50,5,12,0.8097
bike,lightgbm,woodelf,interventional,cpu,50,5,12,1.035
bike,lightgbm,woodelf,path_dependent,gpu,50,5,12,8.5772
bike,lightgbm,woodelf,interventional,gpu,50,5,12,8.7017
bike,lightgbm,woodelf,path_dependent,cpu,80,5,12,0.8856
bike,lightgbm,woodelf,interventional,cpu,80,5,12,1.1178
bike,lightgbm,woodelf,path_dependent,gpu,80,5,12,8.9442
bike,lightgbm,woodelf,interventional,gpu,80,5,12,9.4037
bike,random_forest,woodelf,path_dependent,cpu,4,5,12,0.3456
bike,random_forest,woodelf,interventional,cpu,4,5,12,0.4552
bike,random_forest,woodelf,path_dependent,gpu,4,5,12,3.1025
bike,random_forest,woodelf,interventional,gpu,4,5,12,3.0276
bike,random_forest,woodelf,path_dependent,cpu,8,5,12,4.6804
bike,random_forest,woodelf,interventional,cpu,8,5,12,5.9067
bike,random_forest,woodelf,path_dependent,gpu,8,5,12,52.228
bike,random_forest,woodelf,interventional,gpu,8,5,12,54.7845
bike,random_forest,woodelf,path_dependent,cpu,12,5,12,12.1781
bike,random_forest,woodelf,interventional,cpu,12,5,12,16.1734
bike,random_forest,woodelf,path_dependent,gpu,12,5,12,162.3529
bike,random_forest,woodelf,interventional,gpu,12,5,12,167.7718
bike,random_forest,woodelf,path_dependent,cpu,15,5,12,15.0329
bike,random_forest,woodelf,interventional,cpu,15,5,12,19.9948
bike,random_forest,woodelf,path_dependent,gpu,15,5,12,194.2233
bike,random_forest,woodelf,interventional,gpu,15,5,12,206.4981
bike,random_forest,woodelf,path_dependent,cpu,20,5,12,17.0608
bike,random_forest,woodelf,interventional,cpu,20,5,12,22.875
bike,random_forest,woodelf,path_dependent,gpu,20,5,12,222.146
bike,random_forest,woodelf,interventional,gpu,20,5,12,231.8464
bike,random_forest,woodelf,path_dependent,cpu,50,5,12,15.6886
bike,random_forest,woodelf,interventional,cpu,50,5,12,20.7835
bike,random_forest,woodelf,path_dependent,gpu,50,5,12,206.691
bike,random_forest,woodelf,interventional,gpu,50,5,12,218.8785
bike,random_forest,woodelf,path_dependent,cpu,80,5,12,15.6511
bike,random_forest,woodelf,interventional,cpu,80,5,12,20.7551
bike,random_forest,woodelf,path_dependent,gpu,80,5,12,204.1757
bike,random_forest,woodelf,interventional,gpu,80,5,12,211.6306
diabetes_130,xgboost,woodelf,path_dependent,cpu,4,5,47,0.2272
diabetes_130,xgboost,woodelf,interventional,cpu,4,5,47,0.2755
diabetes_130,xgboost,woodelf,path_dependent,gpu,4,5,47,2.1627
diabetes_130,xgboost,woodelf,interventional,gpu,4,5,47,2.0494
diabetes_130,xgboost,woodelf,path_dependent,cpu,8,5,47,0.5602
diabetes_130,xgboost,woodelf,interventional,cpu,8,5,47,0.6637
diabetes_130,xgboost,woodelf,path_dependent,gpu,8,5,47,6.0123
diabetes_130,xgboost,woodelf,interventional,gpu,8,5,47,6.1824
diabetes_130,xgboost,woodelf,path_dependent,cpu,12,5,47,0.689
diabetes_130,xgboost,woodelf,interventional,cpu,12,5,47,0.9607
diabetes_130,xgboost,woodelf,path_dependent,gpu,12,5,47,8.5431
diabetes_130,xgboost,woodelf,interventional,gpu,12,5,47,8.8459
diabetes_130,xgboost,woodelf,path_dependent,cpu,15,5,47,0.6348
diabetes_130,xgboost,woodelf,interventional,cpu,15,5,47,0.8257
diabetes_130,xgboost,woodelf,path_dependent,gpu,15,5,47,9.0369
diabetes_130,xgboost,woodelf,interventional,gpu,15,5,47,8.8653
diabetes_130,xgboost,woodelf,path_dependent,cpu,20,5,47,0.6411
diabetes_130,xgboost,woodelf,interventional,cpu,20,5,47,0.8263
diabetes_130,xgboost,woodelf,path_dependent,gpu,20,5,47,9.7997
diabetes_130,xgboost,woodelf,interventional,gpu,20,5,47,9.8502
diabetes_130,xgboost,woodelf,path_dependent,cpu,50,5,47,0.6321
diabetes_130,xgboost,woodelf,interventional,cpu,50,5,47,0.8224
diabetes_130,xgboost,woodelf,path_dependent,gpu,50,5,47,9.312
diabetes_130,xgboost,woodelf,interventional,gpu,50,5,47,9.6599
diabetes_130,xgboost,woodelf,path_dependent,cpu,80,5,47,0.646
diabetes_130,xgboost,woodelf,interventional,cpu,80,5,47,0.8363
diabetes_130,xgboost,woodelf,path_dependent,gpu,80,5,47,9.5873
diabetes_130,xgboost,woodelf,interventional,gpu,80,5,47,9.8757
diabetes_130,lightgbm,woodelf,path_dependent,cpu,4,5,47,0.2457
diabetes_130,lightgbm,woodelf,interventional,cpu,4,5,47,0.304
diabetes_130,lightgbm,woodelf,path_dependent,gpu,4,5,47,2.4478
diabetes_130,lightgbm,woodelf,interventional,gpu,4,5,47,2.1253
diabetes_130,lightgbm,woodelf,path_dependent,cpu,8,5,47,0.6773
diabetes_130,lightgbm,woodelf,interventional,cpu,8,5,47,0.8051
diabetes_130,lightgbm,woodelf,path_dependent,gpu,8,5,47,7.0602
diabetes_130,lightgbm,woodelf,interventional,gpu,8,5,47,7.1672
diabetes_130,lightgbm,woodelf,path_dependent,cpu,12,5,47,0.8239
diabetes_130,lightgbm,woodelf,interventional,cpu,12,5,47,1.0806
diabetes_130,lightgbm,woodelf,path_dependent,gpu,12,5,47,9.806
diabetes_130,lightgbm,woodelf,interventional,gpu,12,5,47,9.9391
diabetes_130,lightgbm,woodelf,path_dependent,cpu,15,5,47,0.8569
diabetes_130,lightgbm,woodelf,interventional,cpu,15,5,47,1.0599
diabetes_130,lightgbm,woodelf,path_dependent,gpu,15,5,47,10.7601
diabetes_130,lightgbm,woodelf,interventional,gpu,15,5,47,11.0537
diabetes_130,lightgbm,woodelf,path_dependent,cpu,20,5,47,0.8584
diabetes_130,lightgbm,woodelf,interventional,cpu,20,5,47,1.0429
diabetes_130,lightgbm,woodelf,path_dependent,gpu,20,5,47,41.6652
diabetes_130,lightgbm,woodelf,interventional,gpu,20,5,47,39.9646
diabetes_130,lightgbm,woodelf,path_dependent,cpu,50,5,47,0.8609
diabetes_130,lightgbm,woodelf,interventional,cpu,50,5,47,1.0571
diabetes_130,lightgbm,woodelf,path_dependent,gpu,50,5,47,75.9752
diabetes_130,lightgbm,woodelf,interventional,gpu,50,5,47,73.2452
diabetes_130,lightgbm,woodelf,path_dependent,cpu,80,5,47,0.8227
diabetes_130,lightgbm,woodelf,interventional,cpu,80,5,47,1.0104
diabetes_130,lightgbm,woodelf,path_dependent,gpu,80,5,47,72.5528
diabetes_130,lightgbm,woodelf,interventional,gpu,80,5,47,73.2481
diabetes_130,random_forest,woodelf,path_dependent,cpu,4,5,47,0.2562
diabetes_130,random_forest,woodelf,interventional,cpu,4,5,47,0.3176
diabetes_130,random_forest,woodelf,path_dependent,gpu,4,5,47,2.9343
diabetes_130,random_forest,woodelf,interventional,gpu,4,5,47,2.516
diabetes_130,random_forest,woodelf,path_dependent,cpu,8,5,47,1.3108
diabetes_130,random_forest,woodelf,interventional,cpu,8,5,47,1.533
diabetes_130,random_forest,woodelf,path_dependent,gpu,8,5,47,15.5657
diabetes_130,random_forest,woodelf,interventional,gpu,8,5,47,15.9836
diabetes_130,random_forest,woodelf,path_dependent,cpu,12,5,47,2.4524
diabetes_130,random_forest,woodelf,interventional,cpu,12,5,47,3.9377
diabetes_130,random_forest,woodelf,path_dependent,gpu,12,5,47,38.3107
diabetes_130,random_forest,woodelf,interventional,gpu,12,5,47,39.4521
diabetes_130,random_forest,woodelf,path_dependent,cpu,15,5,47,3.1434
diabetes_130,random_forest,woodelf,interventional,cpu,15,5,47,3.4714
diabetes_130,random_forest,woodelf,path_dependent,gpu,15,5,47,49.4679
diabetes_130,random_forest,woodelf,interventional,gpu,15,5,47,49.0839
diabetes_130,random_forest,woodelf,path_dependent,cpu,20,5,47,3.3866
diabetes_130,random_forest,woodelf,interventional,cpu,20,5,47,3.7061
diabetes_130,random_forest,woodelf,path_dependent,gpu,20,5,47,85.3474
diabetes_130,random_forest,woodelf,interventional,gpu,20,5,47,84.0559
diabetes_130,random_forest,woodelf,path_dependent,cpu,50,5,47,3.5275
diabetes_130,random_forest,woodelf,interventional,cpu,50,5,47,3.7841
diabetes_130,random_forest,woodelf,path_dependent,gpu,50,5,47,610.9475
diabetes_130,random_forest,woodelf,interventional,gpu,50,5,47,605.884
diabetes_130,random_forest,woodelf,path_dependent,cpu,80,5,47,3.5202
diabetes_130,random_forest,woodelf,interventional,cpu,80,5,47,3.7772
diabetes_130,random_forest,woodelf,path_dependent,gpu,80,5,47,606.3348
diabetes_130,random_forest,woodelf,interventional,gpu,80,5,47,613.7118
covertype,xgboost,woodelf,path_dependent,cpu,4,5,54,0.0001
covertype,xgboost,woodelf,interventional,cpu,4,5,54,0.0001
covertype,xgboost,woodelf,path_dependent,gpu,4,5,54,0.0001
covertype,xgboost,woodelf,interventional,gpu,4,5,54,0.0
covertype,xgboost,woodelf,path_dependent,cpu,8,5,54,0.0001
covertype,xgboost,woodelf,interventional,cpu,8,5,54,0.0001
covertype,xgboost,woodelf,path_dependent,gpu,8,5,54,0.0
covertype,xgboost,woodelf,interventional,gpu,8,5,54,0.0
covertype,xgboost,woodelf,path_dependent,cpu,12,5,54,0.0001
covertype,xgboost,woodelf,interventional,cpu,12,5,54,0.0001
covertype,xgboost,woodelf,path_dependent,gpu,12,5,54,0.0
covertype,xgboost,woodelf,interventional,gpu,12,5,54,0.0
covertype,xgboost,woodelf,path_dependent,cpu,15,5,54,0.0001
covertype,xgboost,woodelf,interventional,cpu,15,5,54,0.0001
covertype,xgboost,woodelf,path_dependent,gpu,15,5,54,0.0
covertype,xgboost,woodelf,interventional,gpu,15,5,54,0.0
covertype,xgboost,woodelf,path_dependent,cpu,20,5,54,0.0001
covertype,xgboost,woodelf,interventional,cpu,20,5,54,0.0001
covertype,xgboost,woodelf,path_dependent,gpu,20,5,54,0.0
covertype,xgboost,woodelf,interventional,gpu,20,5,54,0.0
covertype,xgboost,woodelf,path_dependent,cpu,50,5,54,0.0001
covertype,xgboost,woodelf,interventional,cpu,50,5,54,0.0001
covertype,xgboost,woodelf,path_dependent,gpu,50,5,54,0.0
covertype,xgboost,woodelf,interventional,gpu,50,5,54,0.0
covertype,xgboost,woodelf,path_dependent,cpu,80,5,54,0.0001
covertype,xgboost,woodelf,interventional,cpu,80,5,54,0.0001
covertype,xgboost,woodelf,path_dependent,gpu,80,5,54,0.0001
covertype,xgboost,woodelf,interventional,gpu,80,5,54,0.0001
covertype,lightgbm,woodelf,path_dependent,cpu,4,5,54,0.0001
covertype,lightgbm,woodelf,interventional,cpu,4,5,54,0.0001
covertype,lightgbm,woodelf,path_dependent,gpu,4,5,54,0.0
covertype,lightgbm,woodelf,interventional,gpu,4,5,54,0.0
covertype,lightgbm,woodelf,path_dependent,cpu,8,5,54,0.0001
covertype,lightgbm,woodelf,interventional,cpu,8,5,54,0.0001
covertype,lightgbm,woodelf,path_dependent,gpu,8,5,54,0.0
covertype,lightgbm,woodelf,interventional,gpu,8,5,54,0.0
covertype,lightgbm,woodelf,path_dependent,cpu,12,5,54,0.0001
covertype,lightgbm,woodelf,interventional,cpu,12,5,54,0.0001
covertype,lightgbm,woodelf,path_dependent,gpu,12,5,54,0.0
covertype,lightgbm,woodelf,interventional,gpu,12,5,54,0.0
covertype,lightgbm,woodelf,path_dependent,cpu,15,5,54,0.0001
covertype,lightgbm,woodelf,interventional,cpu,15,5,54,0.0001
covertype,lightgbm,woodelf,path_dependent,gpu,15,5,54,0.0
covertype,lightgbm,woodelf,interventional,gpu,15,5,54,0.0
covertype,lightgbm,woodelf,path_dependent,cpu,20,5,54,0.0001
covertype,lightgbm,woodelf,interventional,cpu,20,5,54,0.0001
covertype,lightgbm,woodelf,path_dependent,gpu,20,5,54,0.0
covertype,lightgbm,woodelf,interventional,gpu,20,5,54,0.0
covertype,lightgbm,woodelf,path_dependent,cpu,50,5,54,0.0001
covertype,lightgbm,woodelf,interventional,cpu,50,5,54,0.0001
covertype,lightgbm,woodelf,path_dependent,gpu,50,5,54,0.0
covertype,lightgbm,woodelf,interventional,gpu,50,5,54,0.0
covertype,lightgbm,woodelf,path_dependent,cpu,80,5,54,0.0001
covertype,lightgbm,woodelf,interventional,cpu,80,5,54,0.0001
covertype,lightgbm,woodelf,path_dependent,gpu,80,5,54,0.0
covertype,lightgbm,woodelf,interventional,gpu,80,5,54,0.0
covertype,random_forest,woodelf,path_dependent,cpu,4,5,54,0.2909
covertype,random_forest,woodelf,interventional,cpu,4,5,54,0.3701
covertype,random_forest,woodelf,path_dependent,gpu,4,5,54,3.2138
covertype,random_forest,woodelf,interventional,gpu,4,5,54,2.9481
covertype,random_forest,woodelf,path_dependent,cpu,8,5,54,1.6147
covertype,random_forest,woodelf,interventional,cpu,8,5,54,1.8959
covertype,random_forest,woodelf,path_dependent,gpu,8,5,54,20.0413
covertype,random_forest,woodelf,interventional,gpu,8,5,54,20.2296
covertype,random_forest,woodelf,path_dependent,cpu,12,5,54,3.6054
covertype,random_forest,woodelf,interventional,cpu,12,5,54,6.2437
covertype,random_forest,woodelf,path_dependent,gpu,12,5,54,55.8637
covertype,random_forest,woodelf,interventional,gpu,12,5,54,56.4875
covertype,random_forest,woodelf,path_dependent,cpu,15,5,54,5.6714
covertype,random_forest,woodelf,interventional,cpu,15,5,54,6.0117
covertype,random_forest,woodelf,path_dependent,gpu,15,5,54,93.4431
covertype,random_forest,woodelf,interventional,gpu,15,5,54,92.3605
covertype,random_forest,woodelf,path_dependent,cpu,20,5,54,7.6226
covertype,random_forest,woodelf,interventional,cpu,20,5,54,7.7031
covertype,random_forest,woodelf,path_dependent,gpu,20,5,54,172.981
covertype,random_forest,woodelf,interventional,gpu,20,5,54,159.6093
covertype,random_forest,woodelf,path_dependent,cpu,50,5,54,8.1209
covertype,random_forest,woodelf,interventional,cpu,50,5,54,8.1348
covertype,random_forest,woodelf,path_dependent,gpu,50,5,54,605.7865
covertype,random_forest,woodelf,interventional,gpu,50,5,54,608.7517
covertype,random_forest,woodelf,path_dependent,cpu,80,5,54,8.0361
covertype,random_forest,woodelf,interventional,cpu,80,5,54,8.0217
covertype,random_forest,woodelf,path_dependent,gpu,80,5,54,605.559
covertype,random_forest,woodelf,interventional,gpu,80,5,54,606.5693
gisette,xgboost,woodelf,path_dependent,cpu,4,6,1000,0.3006
gisette,xgboost,woodelf,interventional,cpu,4,6,1000,0.3801
gisette,xgboost,woodelf,path_dependent,gpu,4,6,1000,3.7836
gisette,xgboost,woodelf,interventional,gpu,4,6,1000,3.7413
gisette,xgboost,woodelf,path_dependent,cpu,8,6,1000,0.3998
gisette,xgboost,woodelf,interventional,cpu,8,6,1000,0.48
gisette,xgboost,woodelf,path_dependent,gpu,8,6,1000,4.3929
gisette,xgboost,woodelf,interventional,gpu,8,6,1000,4.425
gisette,xgboost,woodelf,path_dependent,cpu,12,6,1000,0.4402
gisette,xgboost,woodelf,interventional,cpu,12,6,1000,0.5281
gisette,xgboost,woodelf,path_dependent,gpu,12,6,1000,4.6852
gisette,xgboost,woodelf,interventional,gpu,12,6,1000,4.696
