dataset,model,library,approximator,device,seed,n_features,runtime_s,relative_additivity_gap,mean_sample_rho,relative_mae,sign_agreement,method
ames_housing,transformer,captum,gradient_shap,cpu,2,79,10.9639,0.0434836508777894,0.6879195030707476,0.9195706631368762,0.7725947521865889,captum / gradient_shap
ames_housing,transformer,captum,deep_lift_shap,cpu,2,79,4.2114,0.3711444576299861,0.9638276462602011,0.22438701517980378,0.927007299270073,captum / deep_lift_shap
ames_housing,cnn_1d,captum,gradient_shap,cpu,2,79,0.1818,0.0361025818892761,0.993319993133331,0.07249542640034146,0.9811046511627907,captum / gradient_shap
ames_housing,cnn_1d,captum,deep_lift_shap,cpu,2,79,0.149,4.770851243904045e-07,0.9961855761670492,0.05018524611246676,0.9854862119013063,captum / deep_lift_shap
bike,mlp,captum,gradient_shap,cpu,2,12,0.057,0.041599421897553,0.9937062937062938,0.07427271067281063,0.9666666666666667,captum / gradient_shap
bike,mlp,captum,deep_lift_shap,cpu,2,12,0.0172,1.1469901102491485e-07,0.9923076923076923,0.06826524131282444,0.9666666666666667,captum / deep_lift_shap
bike,transformer,captum,gradient_shap,cpu,2,12,1.5634,0.056674924944507,0.9517482517482518,0.17273579213018436,0.925,captum / gradient_shap
bike,transformer,captum,deep_lift_shap,cpu,2,12,0.5879,0.8789609333458904,0.6013986013986014,0.9689847739691942,0.7916666666666666,captum / deep_lift_shap
bike,cnn_1d,captum,gradient_shap,cpu,2,12,0.0796,0.0681507786399485,0.9853146853146855,0.07328358485137079,0.9916666666666667,captum / gradient_shap
bike,cnn_1d,captum,deep_lift_shap,cpu,2,12,0.03,1.5352321593097394e-07,0.9853146853146855,0.05318031715829275,0.9916666666666667,captum / deep_lift_shap
diabetes_130,mlp,captum,gradient_shap,cpu,2,47,0.0589,0.0942944749962547,0.9691571288349381,0.12004012202050209,0.9546827794561934,captum / gradient_shap
diabetes_130,mlp,captum,deep_lift_shap,cpu,2,47,0.0178,0.8328856800838642,0.9431506316361757,0.38051234463254385,0.9486404833836858,captum / deep_lift_shap
diabetes_130,transformer,captum,gradient_shap,cpu,2,47,6.2259,0.0759516824697002,0.7410094519655364,0.7335406482231311,0.8,captum / gradient_shap
diabetes_130,transformer,captum,deep_lift_shap,cpu,2,47,2.3456,0.465436542919831,0.8889584917762496,0.66750040573527,0.9181818181818182,captum / deep_lift_shap
diabetes_130,cnn_1d,captum,gradient_shap,cpu,2,47,0.1298,0.1244303119563793,0.9731945746850104,0.11678366648427349,0.9879154078549849,captum / gradient_shap
diabetes_130,cnn_1d,captum,deep_lift_shap,cpu,2,47,0.0881,0.3110481870267966,0.9788077334749674,0.21605929831324133,0.9909365558912386,captum / deep_lift_shap
covertype,mlp,captum,gradient_shap,cpu,2,54,0.0609,0.0433021395113371,0.9740686207976953,0.13727273584309999,0.9656992084432717,captum / gradient_shap
covertype,mlp,captum,deep_lift_shap,cpu,2,54,0.0169,0.1387378994855963,0.9335540870322099,0.24454511888403996,0.9313984168865436,captum / deep_lift_shap
covertype,transformer,captum,gradient_shap,cpu,2,54,7.2886,0.09346317051298,0.4731676775582077,1.1236975719059763,0.6473684210526316,captum / gradient_shap
covertype,transformer,captum,deep_lift_shap,cpu,2,54,2.6908,1.3301150805813846,0.8463314419878692,0.4717409207071591,0.8736842105263158,captum / deep_lift_shap
covertype,cnn_1d,captum,gradient_shap,cpu,2,54,0.1474,0.0581331043240748,0.932086332511421,0.17631544142073674,0.9894459102902374,captum / gradient_shap
covertype,cnn_1d,captum,deep_lift_shap,cpu,2,54,0.0957,0.2011481036831749,0.9587197480292262,0.1482212904422058,0.9920844327176781,captum / deep_lift_shap
gisette,mlp,captum,gradient_shap,cpu,3,100,0.0616,0.0951379077142366,0.99418901890189,0.12488393063971284,0.973,captum / gradient_shap
gisette,mlp,captum,deep_lift_shap,cpu,3,100,0.0178,0.852914632705495,0.9855361536153614,0.9352884270740325,0.936,captum / deep_lift_shap
gisette,transformer,captum,gradient_shap,cpu,3,100,13.7196,0.1204557901467279,0.4084188418841884,1.9021921122661916,0.65,captum / gradient_shap
gisette,transformer,captum,deep_lift_shap,cpu,3,100,5.3876,0.9603232111051678,0.4084188418841884,1.9021921122661916,0.65,captum / deep_lift_shap
gisette,cnn_1d,captum,gradient_shap,cpu,3,100,0.2266,0.0488313478691672,0.9895049504950494,0.05325597300996689,0.993,captum / gradient_shap
gisette,cnn_1d,captum,deep_lift_shap,cpu,3,100,0.1898,0.0158386610072369,0.994151815181518,0.03954585280952475,0.998,captum / deep_lift_shap
ames_housing,mlp,captum,gradient_shap,cpu,3,79,0.0637,0.034383564168705,0.9867437614120511,0.09615597647991696,0.968,captum / gradient_shap
ames_housing,mlp,captum,deep_lift_shap,cpu,3,79,0.0173,1.5486328986944e-07,0.9908338405356056,0.07851548742788875,0.9733333333333334,captum / deep_lift_shap
ames_housing,transformer,captum,gradient_shap,cpu,3,79,10.957,0.0366806291355775,0.7601483684875785,0.7052567856008582,0.7703604806408545,captum / gradient_shap
ames_housing,transformer,captum,deep_lift_shap,cpu,3,79,4.2049,0.3638686426393397,0.9801144248326233,0.15364680481659926,0.9466666666666667,captum / deep_lift_shap
ames_housing,cnn_1d,captum,gradient_shap,cpu,3,79,0.1971,0.0389824016792439,0.9948399012886288,0.07922525296337925,0.9893190921228304,captum / gradient_shap
ames_housing,cnn_1d,captum,deep_lift_shap,cpu,3,79,0.1584,3.298533747323508e-07,0.9964163116250762,0.05835280504114248,0.9893333333333333,captum / deep_lift_shap
bike,mlp,captum,gradient_shap,cpu,3,12,0.0573,0.040724399485033,0.9825174825174827,0.09039973807701786,0.9916666666666667,captum / gradient_shap
bike,mlp,captum,deep_lift_shap,cpu,3,12,0.0171,1.518601169082801e-07,0.9874125874125875,0.07047205782903175,0.9833333333333333,captum / deep_lift_shap
bike,transformer,captum,gradient_shap,cpu,3,12,1.5854,0.0634383337655308,0.9041958041958044,0.2350579430852,0.8666666666666667,captum / gradient_shap
bike,transformer,captum,deep_lift_shap,cpu,3,12,0.6068,1.1083554432135236,0.4895104895104896,1.0124050922171153,0.6833333333333333,captum / deep_lift_shap
bike,cnn_1d,captum,gradient_shap,cpu,3,12,0.0784,0.0668356289219141,0.9937062937062938,0.05470589259409573,0.9916666666666667,captum / gradient_shap
bike,cnn_1d,captum,deep_lift_shap,cpu,3,12,0.0306,1.7059928044949398e-07,0.9951048951048952,0.04033903474066713,1.0,captum / deep_lift_shap
diabetes_130,mlp,captum,gradient_shap,cpu,3,47,0.0581,0.1476666473551303,0.9782435722344281,0.11761148191511324,0.9787878787878788,captum / gradient_shap
diabetes_130,mlp,captum,deep_lift_shap,cpu,3,47,0.0172,0.6738851901593457,0.9533044356035868,0.4900278178900975,0.9666666666666667,captum / deep_lift_shap
diabetes_130,transformer,captum,gradient_shap,cpu,3,47,6.2114,0.0508062705272398,0.7491597886111278,1.2653832750503595,0.7818181818181819,captum / gradient_shap
diabetes_130,transformer,captum,deep_lift_shap,cpu,3,47,2.3168,0.3516769883120009,0.8946737129624133,1.3670930308714648,0.906060606060606,captum / deep_lift_shap
diabetes_130,cnn_1d,captum,gradient_shap,cpu,3,47,0.1396,0.1249749697837286,0.966305650785768,0.1334166958630336,0.9817073170731707,captum / gradient_shap
diabetes_130,cnn_1d,captum,deep_lift_shap,cpu,3,47,0.0889,0.310594039036851,0.9786149706295844,0.2294661465247001,0.9848024316109423,captum / deep_lift_shap
covertype,mlp,captum,gradient_shap,cpu,3,54,0.0577,0.0404210415398028,0.9656883584041859,0.09909079831846039,0.9625,captum / gradient_shap
covertype,mlp,captum,deep_lift_shap,cpu,3,54,0.0161,0.3913898407559958,0.8466971877043822,0.39923692973346064,0.88125,captum / deep_lift_shap
covertype,transformer,captum,gradient_shap,cpu,3,54,7.4537,0.1101703208361314,0.40179038587311977,1.446515886906564,0.678125,captum / gradient_shap
covertype,transformer,captum,deep_lift_shap,cpu,3,54,2.6897,1.3877426971063638,0.6173152387181166,0.8321000735466739,0.778125,captum / deep_lift_shap
covertype,cnn_1d,captum,gradient_shap,cpu,3,54,0.1497,0.2747434535401967,0.9659499672988883,0.14802382497906189,0.98125,captum / gradient_shap
covertype,cnn_1d,captum,deep_lift_shap,cpu,3,54,0.104,0.2936111525872715,0.9680346631785482,0.17825391142764566,0.98125,captum / deep_lift_shap
gisette,mlp,captum,gradient_shap,cpu,4,100,0.0597,0.0567782282291033,0.9946642664266427,0.11308286357152092,0.97,captum / gradient_shap
gisette,mlp,captum,deep_lift_shap,cpu,4,100,0.0163,0.7141116122117673,0.9844188418841883,0.7466225813520224,0.941,captum / deep_lift_shap
gisette,transformer,captum,gradient_shap,cpu,4,100,13.6694,0.2188280710743433,0.11673687368736874,1.831611459262407,0.533,captum / gradient_shap
gisette,transformer,captum,deep_lift_shap,cpu,4,100,5.2138,1.0367469308014818,0.11673687368736874,1.831611459262407,0.533,captum / deep_lift_shap
gisette,cnn_1d,captum,gradient_shap,cpu,4,100,0.224,0.0516847956916058,0.988139213921392,0.056068367201436535,0.999,captum / gradient_shap
gisette,cnn_1d,captum,deep_lift_shap,cpu,4,100,0.1839,0.0169026920575167,0.9934389438943894,0.039712258501057515,0.999,captum / deep_lift_shap
ames_housing,mlp,captum,gradient_shap,cpu,4,79,0.0581,0.0520212090752982,0.9836639269406394,0.09833657872007626,0.9410958904109589,captum / gradient_shap
ames_housing,mlp,captum,deep_lift_shap,cpu,4,79,0.0163,1.0030726229491205e-07,0.9848012176560121,0.08723550962235789,0.952054794520548,captum / deep_lift_shap
ames_housing,transformer,captum,gradient_shap,cpu,4,79,11.0353,0.0577679234984998,0.6666350076103501,0.9470610010124579,0.7493150684931507,captum / gradient_shap
ames_housing,transformer,captum,deep_lift_shap,cpu,4,79,4.1742,0.6950488866892639,0.955392389649924,0.2396775428855618,0.9273972602739726,captum / deep_lift_shap
ames_housing,cnn_1d,captum,gradient_shap,cpu,4,79,0.1903,0.0323396203397146,0.994771385083714,0.07123846891800469,0.9917808219178083,captum / gradient_shap
ames_housing,cnn_1d,captum,deep_lift_shap,cpu,4,79,0.138,1.0333665759093872e-07,0.9968998477929987,0.04869961347646264,0.9917808219178083,captum / deep_lift_shap
bike,mlp,captum,gradient_shap,cpu,4,12,0.0579,0.0750952986935094,0.9867132867132868,0.08047556759834026,0.9916666666666667,captum / gradient_shap
bike,mlp,captum,deep_lift_shap,cpu,4,12,0.0165,1.580855366329703e-07,0.9902097902097904,0.06086241479817814,1.0,captum / deep_lift_shap
bike,transformer,captum,gradient_shap,cpu,4,12,1.593,0.0483154741490397,0.9461538461538463,0.2176139210822097,0.8916666666666667,captum / gradient_shap
bike,transformer,captum,deep_lift_shap,cpu,4,12,0.5964,1.318177910158434,0.2797202797202798,1.2899045461857277,0.65,captum / deep_lift_shap
bike,cnn_1d,captum,gradient_shap,cpu,4,12,0.0758,0.0442177048872747,0.9937062937062937,0.0608842575026888,1.0,captum / gradient_shap
bike,cnn_1d,captum,deep_lift_shap,cpu,4,12,0.0301,4.8633532358348e-08,0.9958041958041959,0.04464214006199443,1.0,captum / deep_lift_shap
diabetes_130,mlp,captum,gradient_shap,cpu,4,47,0.0573,0.1727731873707374,0.958909803455852,0.12997585817502294,0.9454545454545454,captum / gradient_shap
diabetes_130,mlp,captum,deep_lift_shap,cpu,4,47,0.0158,0.6042339194503887,0.9671990974407697,0.38618677179263766,0.9575757575757575,captum / deep_lift_shap
diabetes_130,transformer,captum,gradient_shap,cpu,4,47,6.24,0.0919932717599626,0.7514874413633394,0.9330456682462134,0.7818181818181819,captum / gradient_shap
diabetes_130,transformer,captum,deep_lift_shap,cpu,4,47,2.3434,0.7077563478761001,0.9120717297072621,0.33143781177199,0.9030303030303031,captum / deep_lift_shap
diabetes_130,cnn_1d,captum,gradient_shap,cpu,4,47,0.1278,0.1759624657487817,0.9593848346297726,0.12223977476076645,0.9848484848484849,captum / gradient_shap
diabetes_130,cnn_1d,captum,deep_lift_shap,cpu,4,47,0.0852,0.2075266136718243,0.9658452585950954,0.1686351534569369,0.9818181818181818,captum / deep_lift_shap
covertype,mlp,captum,gradient_shap,cpu,4,54,0.0609,0.0599934208284535,0.9850415063778092,0.11636627828869417,0.9848484848484849,captum / gradient_shap
covertype,mlp,captum,deep_lift_shap,cpu,4,54,0.0179,0.2801544026358979,0.94734156711885,0.31367607445396783,0.9484848484848485,captum / deep_lift_shap
covertype,transformer,captum,gradient_shap,cpu,4,54,7.1796,0.0629517256725768,0.3111399068637376,1.186123343548458,0.6454545454545455,captum / gradient_shap
covertype,transformer,captum,deep_lift_shap,cpu,4,54,2.6152,1.1382996892672663,0.8869163798339745,0.3103033505640922,0.9242424242424242,captum / deep_lift_shap
covertype,cnn_1d,captum,gradient_shap,cpu,4,54,0.1505,0.1108588859134197,0.975637937969398,0.14451320072571538,0.9969604863221885,captum / gradient_shap
covertype,cnn_1d,captum,deep_lift_shap,cpu,4,54,0.1004,0.2119797464093552,0.982659335248908,0.1422912319977924,0.9969604863221885,captum / deep_lift_shap
gisette,mlp,captum,gradient_shap,cpu,5,100,0.0613,0.0734754856845339,0.995267926792679,0.12363077997502052,0.979,captum / gradient_shap
gisette,mlp,captum,deep_lift_shap,cpu,5,100,0.017,0.8559296985163886,0.9887980798079807,1.0820742071682827,0.959,captum / deep_lift_shap
gisette,transformer,captum,gradient_shap,cpu,5,100,13.5364,0.2076222616395171,-0.05822862286228623,1.987856047116137,0.447,captum / gradient_shap
gisette,transformer,captum,deep_lift_shap,cpu,5,100,5.1679,1.0005611950202415,-0.05822862286228623,1.987856047116137,0.447,captum / deep_lift_shap
gisette,cnn_1d,captum,gradient_shap,cpu,5,100,0.2364,0.0829853965756674,0.9854281428142813,0.06006417904056607,0.999,captum / gradient_shap
gisette,cnn_1d,captum,deep_lift_shap,cpu,5,100,0.1842,0.0079059695279779,0.9912115211521151,0.04248198861375434,0.999,captum / deep_lift_shap
ames_housing,mlp,captum,gradient_shap,cpu,5,79,0.0582,0.0431671860914238,0.9911420116614,0.08557100130048839,0.9684499314128944,captum / gradient_shap
ames_housing,mlp,captum,deep_lift_shap,cpu,5,79,0.0161,2.7979514116039802e-08,0.9934514459665145,0.07316358978633528,0.9739726027397261,captum / deep_lift_shap
ames_housing,transformer,captum,gradient_shap,cpu,5,79,10.9822,0.0416726477708256,0.7436200913242009,0.7868971990793348,0.7917808219178082,captum / gradient_shap
ames_housing,transformer,captum,deep_lift_shap,cpu,5,79,4.3682,0.3443761067710541,0.9361631659056318,0.26850413232208203,0.915068493150685,captum / deep_lift_shap
ames_housing,cnn_1d,captum,gradient_shap,cpu,5,79,0.1947,0.0764004924726402,0.9948200913242011,0.07632778637593729,0.989041095890411,captum / gradient_shap
ames_housing,cnn_1d,captum,deep_lift_shap,cpu,5,79,0.1599,1.2481109777945533e-07,0.9969339421613395,0.05528716706960776,0.9904109589041096,captum / deep_lift_shap
bike,mlp,captum,gradient_shap,cpu,5,12,0.0598,0.0380069502295594,0.988811188811189,0.05952480255374755,0.9666666666666667,captum / gradient_shap
bike,mlp,captum,deep_lift_shap,cpu,5,12,0.0166,7.559605585969713e-08,0.9860139860139862,0.055377853467748914,0.9833333333333333,captum / deep_lift_shap
bike,transformer,captum,gradient_shap,cpu,5,12,1.5895,0.0955019775319188,0.9412587412587413,0.2412347344110829,0.8916666666666667,captum / gradient_shap
bike,transformer,captum,deep_lift_shap,cpu,5,12,0.5876,1.0598053990204723,0.4412587412587413,1.2282125725495803,0.675,captum / deep_lift_shap
bike,cnn_1d,captum,gradient_shap,cpu,5,12,0.0794,0.0659802202513121,0.9902097902097904,0.04962461615497587,0.9916666666666667,captum / gradient_shap
bike,cnn_1d,captum,deep_lift_shap,cpu,5,12,0.0314,7.09366846345348e-08,0.9902097902097904,0.042930243932636905,0.9916666666666667,captum / deep_lift_shap
diabetes_130,mlp,captum,gradient_shap,cpu,5,47,0.0593,0.2747330309303889,0.9591542641152848,0.13490748251791995,0.9470588235294117,captum / gradient_shap
diabetes_130,mlp,captum,deep_lift_shap,cpu,5,47,0.0185,0.7363835540848652,0.95,0.46896256189258134,0.9441176470588235,captum / deep_lift_shap
diabetes_130,transformer,captum,gradient_shap,cpu,5,47,6.3148,0.0722352036791548,0.7719584219229861,0.9265056921965926,0.8205882352941176,captum / gradient_shap
diabetes_130,transformer,captum,deep_lift_shap,cpu,5,47,2.336,1.0262532175595769,0.9046657217103709,0.4000451574961559,0.8911764705882353,captum / deep_lift_shap
diabetes_130,cnn_1d,captum,gradient_shap,cpu,5,47,0.1304,0.1029260796905252,0.9682849043231752,0.1232588585914434,0.9705882352941176,captum / gradient_shap
diabetes_130,cnn_1d,captum,deep_lift_shap,cpu,5,47,0.088,0.2422945805770072,0.9751948972360029,0.18994980274476006,0.9705882352941176,captum / deep_lift_shap
covertype,mlp,captum,gradient_shap,cpu,5,54,0.062,0.0537876449546849,0.9712844332003014,0.1245313080112012,0.9685714285714285,captum / gradient_shap
covertype,mlp,captum,deep_lift_shap,cpu,5,54,0.0156,0.4891681784852431,0.8500394037773059,0.4501352290336196,0.8828571428571429,captum / deep_lift_shap
covertype,transformer,captum,gradient_shap,cpu,5,54,7.3848,0.0596992165489021,0.22372466176853764,1.1780079010476467,0.5413105413105413,captum / gradient_shap
covertype,transformer,captum,deep_lift_shap,cpu,5,54,2.7119,0.920892146301303,0.7193716860967506,0.8868530757618343,0.8290598290598291,captum / deep_lift_shap
covertype,cnn_1d,captum,gradient_shap,cpu,5,54,0.1556,0.0645883516071956,0.9676907883029525,0.14460684496619577,0.9914529914529915,captum / gradient_shap
covertype,cnn_1d,captum,deep_lift_shap,cpu,5,54,0.0972,0.4927117931693943,0.9661899041538142,0.243759061084072,0.9857549857549858,captum / deep_lift_shap
gisette,mlp,captum,gradient_shap,cpu,6,100,0.0628,0.0710113106829073,0.9962784278427842,0.08846580514204823,0.985,captum / gradient_shap
gisette,mlp,captum,deep_lift_shap,cpu,6,100,0.018,0.7479505890027744,0.9906186618661866,0.5440269495964598,0.969,captum / deep_lift_shap
gisette,transformer,captum,gradient_shap,cpu,6,100,13.472,0.2363629956974999,0.5028178817881789,1.8223606908084333,0.601,captum / gradient_shap
gisette,transformer,captum,deep_lift_shap,cpu,6,100,5.3074,0.9605934175205956,0.5028178817881789,1.8223606908084333,0.601,captum / deep_lift_shap
gisette,cnn_1d,captum,gradient_shap,cpu,6,100,0.2195,0.0381613137937643,0.9808952895289529,0.051648887592337725,0.998,captum / gradient_shap
gisette,cnn_1d,captum,deep_lift_shap,cpu,6,100,0.1845,0.035323651679314,0.990041404140414,0.04658011993981341,0.998,captum / deep_lift_shap
ames_housing,mlp,captum,gradient_shap,cpu,6,79,0.0604,0.0413035975337499,0.9875893838407755,0.0840451596675369,0.952638700947226,captum / gradient_shap
ames_housing,mlp,captum,deep_lift_shap,cpu,6,79,0.0176,1.9794119566076882e-07,0.9920136643033782,0.08172325689124588,0.9662618083670715,captum / deep_lift_shap
ames_housing,transformer,captum,gradient_shap,cpu,6,79,10.5379,0.0655217867446417,0.6353799022822398,1.038831184433886,0.7368421052631579,captum / gradient_shap
ames_housing,transformer,captum,deep_lift_shap,cpu,6,79,4.1198,0.6182068076378529,0.9136511959970365,0.4081855202236457,0.921727395411606,captum / deep_lift_shap
ames_housing,cnn_1d,captum,gradient_shap,cpu,6,79,0.1862,0.0354721767728566,0.9951917068332561,0.062047149580124784,0.9878378378378379,captum / gradient_shap
ames_housing,cnn_1d,captum,deep_lift_shap,cpu,6,79,0.1516,3.643508315035417e-07,0.997260791182194,0.0447982844837257,0.9959514170040485,captum / deep_lift_shap
bike,mlp,captum,gradient_shap,cpu,6,12,0.0584,0.0386914846692747,0.9902097902097904,0.07118086118930023,0.9666666666666667,captum / gradient_shap
bike,mlp,captum,deep_lift_shap,cpu,6,12,0.0158,1.0435908956803097e-07,0.993006993006993,0.059467847331266914,0.975,captum / deep_lift_shap
bike,transformer,captum,gradient_shap,cpu,6,12,1.6057,0.0481354635962299,0.9650349650349652,0.1820965605346459,0.9,captum / gradient_shap
bike,transformer,captum,deep_lift_shap,cpu,6,12,0.6131,0.754490171038115,0.562937062937063,0.9431224800668114,0.6916666666666667,captum / deep_lift_shap
bike,cnn_1d,captum,gradient_shap,cpu,6,12,0.0772,0.0570467526854321,0.9923076923076923,0.05748965455584779,1.0,captum / gradient_shap
bike,cnn_1d,captum,deep_lift_shap,cpu,6,12,0.0286,0.0,0.990909090909091,0.03546863724699162,1.0,captum / deep_lift_shap
diabetes_130,mlp,captum,gradient_shap,cpu,6,47,0.0633,0.2193246945132974,0.9571640638916931,0.1468028955016776,0.9515151515151515,captum / gradient_shap
diabetes_130,mlp,captum,deep_lift_shap,cpu,6,47,0.0161,0.7735647726637458,0.9532331809274984,0.4781535758436522,0.9666666666666667,captum / deep_lift_shap
diabetes_130,transformer,captum,gradient_shap,cpu,6,47,6.4748,0.0719604274405819,0.7627813075233063,0.7031111449867273,0.806060606060606,captum / gradient_shap
diabetes_130,transformer,captum,deep_lift_shap,cpu,6,47,2.3095,1.08058004736817,0.9200641292084792,0.4201818948609646,0.9393939393939394,captum / deep_lift_shap
diabetes_130,cnn_1d,captum,gradient_shap,cpu,6,47,0.1293,0.0984555221136624,0.9757140312332998,0.11843504391883872,0.9939393939393939,captum / gradient_shap
diabetes_130,cnn_1d,captum,deep_lift_shap,cpu,6,47,0.085,0.3028498415786698,0.9866041208954339,0.2030970379676485,0.9939393939393939,captum / deep_lift_shap
covertype,mlp,captum,gradient_shap,cpu,6,54,0.0605,0.0448718587080654,0.964435985538189,0.11668573837373931,0.9636363636363636,captum / gradient_shap
covertype,mlp,captum,deep_lift_shap,cpu,6,54,0.016,0.3557367482521709,0.8809390170722787,0.3882540528924852,0.9,captum / deep_lift_shap
covertype,transformer,captum,gradient_shap,cpu,6,54,7.4128,0.1075533497889422,0.4699638403215068,1.2816779848812907,0.7099697885196374,captum / gradient_shap
covertype,transformer,captum,deep_lift_shap,cpu,6,54,2.6952,1.5023337666377887,0.6861080553156054,0.7452181426548741,0.8217522658610272,captum / deep_lift_shap
covertype,cnn_1d,captum,gradient_shap,cpu,6,54,0.1486,0.0469950789487429,0.979921557017289,0.09177252256365988,0.996969696969697,captum / gradient_shap
covertype,cnn_1d,captum,deep_lift_shap,cpu,6,54,0.0995,0.1151791347906977,0.9821421187640971,0.11389458913679097,0.9939393939393939,captum / deep_lift_shap
gisette,mlp,captum,gradient_shap,cpu,7,100,0.0636,0.0648248617676216,0.995146714671467,0.11149073370864464,0.967,captum / gradient_shap
gisette,mlp,captum,deep_lift_shap,cpu,7,100,0.0169,0.7818553943386427,0.9894761476147614,0.8104442861276111,0.966,captum / deep_lift_shap
gisette,transformer,captum,gradient_shap,cpu,7,100,13.7541,0.1011771484804253,0.3664098409840984,1.7366672035821593,0.6,captum / gradient_shap
gisette,transformer,captum,deep_lift_shap,cpu,7,100,5.4079,1.0415914094328076,0.3664098409840984,1.7366672035821593,0.6,captum / deep_lift_shap
gisette,cnn_1d,captum,gradient_shap,cpu,7,100,0.236,0.0731554759333381,0.9897545754575455,0.055979382785604694,0.996,captum / gradient_shap
gisette,cnn_1d,captum,deep_lift_shap,cpu,7,100,0.1877,0.0108384312499396,0.9949354935493548,0.038995597897484496,0.998,captum / deep_lift_shap
ames_housing,mlp,captum,gradient_shap,cpu,7,79,0.0613,0.0615482843693305,0.9856539017674054,0.10008928108696849,0.9568151147098516,captum / gradient_shap
ames_housing,mlp,captum,deep_lift_shap,cpu,7,79,0.016,3.154019840866452e-07,0.9886709809610567,0.08666248560810229,0.9635627530364372,captum / deep_lift_shap
ames_housing,transformer,captum,gradient_shap,cpu,7,79,10.583,0.1083007742735874,0.8002613485489569,0.7627694588250374,0.7773279352226721,captum / gradient_shap
ames_housing,transformer,captum,deep_lift_shap,cpu,7,79,4.184,0.4433801094269915,0.9622842197035745,0.21758251109393353,0.9352226720647774,captum / deep_lift_shap
ames_housing,cnn_1d,captum,gradient_shap,cpu,7,79,0.1901,0.0887391571581483,0.9944332963237148,0.07754735950763639,0.9891891891891892,captum / gradient_shap
ames_housing,cnn_1d,captum,deep_lift_shap,cpu,7,79,0.1507,4.93943872723072e-07,0.9966271116908739,0.05576196360089836,0.9918918918918919,captum / deep_lift_shap
bike,mlp,captum,gradient_shap,cpu,7,12,0.0643,0.0400936485915474,0.9902097902097904,0.08468066491169694,0.9666666666666667,captum / gradient_shap
bike,mlp,captum,deep_lift_shap,cpu,7,12,0.0172,4.169037609936098e-08,0.9937062937062938,0.06743399938470912,0.9583333333333334,captum / deep_lift_shap
bike,transformer,captum,gradient_shap,cpu,7,12,1.5957,0.0796567018582301,0.9447552447552449,0.22710077095689316,0.95,captum / gradient_shap
bike,transformer,captum,deep_lift_shap,cpu,7,12,0.6049,0.717629801304984,0.33146853146853156,1.1708209313676128,0.65,captum / deep_lift_shap
bike,cnn_1d,captum,gradient_shap,cpu,7,12,0.0816,0.0412173115200089,0.9881118881118882,0.05620702284694764,0.9916666666666667,captum / gradient_shap
bike,cnn_1d,captum,deep_lift_shap,cpu,7,12,0.0305,9.457983208233245e-08,0.9937062937062937,0.036963502095134784,0.9916666666666667,captum / deep_lift_shap
diabetes_130,mlp,captum,gradient_shap,cpu,7,47,0.0633,0.1208567434848049,0.9729350988658633,0.12899832218625176,0.9666666666666667,captum / gradient_shap
diabetes_130,mlp,captum,deep_lift_shap,cpu,7,47,0.0175,0.8684442807507607,0.9673891099103379,0.3201481341286371,0.9727272727272728,captum / deep_lift_shap
diabetes_130,transformer,captum,gradient_shap,cpu,7,47,6.1373,0.049346194334077,0.6742236209251233,1.107059043912615,0.806060606060606,captum / gradient_shap
diabetes_130,transformer,captum,deep_lift_shap,cpu,7,47,2.3342,0.4760135635019074,0.9042812184549612,0.6030601276176768,0.9242424242424242,captum / deep_lift_shap
diabetes_130,cnn_1d,captum,gradient_shap,cpu,7,47,0.1363,0.2030791253661582,0.9762365655246127,0.12186141345560303,0.9848484848484849,captum / gradient_shap
diabetes_130,cnn_1d,captum,deep_lift_shap,cpu,7,47,0.0884,0.2004830750243712,0.9802030758268513,0.19859447828375482,0.9787878787878788,captum / deep_lift_shap
covertype,mlp,captum,gradient_shap,cpu,7,54,0.0602,0.051627788002736,0.9676237536445844,0.1214381076055284,0.9619565217391305,captum / gradient_shap
covertype,mlp,captum,deep_lift_shap,cpu,7,54,0.0172,0.1706708390456996,0.9158247471703186,0.2678579608948323,0.9266304347826086,captum / deep_lift_shap
covertype,transformer,captum,gradient_shap,cpu,7,54,7.3666,0.0671370802299727,0.47194875427376937,0.9385123935711763,0.7046070460704607,captum / gradient_shap
covertype,transformer,captum,deep_lift_shap,cpu,7,54,2.6449,0.7741781304115207,0.8894134308981473,0.34152534587284117,0.9108108108108108,captum / deep_lift_shap
covertype,cnn_1d,captum,gradient_shap,cpu,7,54,0.144,0.1470904778384777,0.9377075030229536,0.16483657685778821,0.964769647696477,captum / gradient_shap
covertype,cnn_1d,captum,deep_lift_shap,cpu,7,54,0.0986,0.4717443543125583,0.9298870923325074,0.2078956248171715,0.981081081081081,captum / deep_lift_shap
gisette,mlp,captum,gradient_shap,cpu,8,100,0.0655,0.0751204603918888,0.9960384038403838,0.12513274826066542,0.977,captum / gradient_shap
gisette,mlp,captum,deep_lift_shap,cpu,8,100,0.017,0.7966570542528616,0.9867662766276627,0.8169170796271275,0.958,captum / deep_lift_shap
gisette,transformer,captum,gradient_shap,cpu,8,100,13.7003,0.2002787044400603,0.36601020102010196,1.7015421253845824,0.641,captum / gradient_shap
gisette,transformer,captum,deep_lift_shap,cpu,8,100,5.2067,1.1562354663232532,0.36601020102010196,1.7015421253845824,0.641,captum / deep_lift_shap
