dataset,model,library,approximator,device,seed,n_features,runtime_s,relative_additivity_gap,mean_sample_rho,relative_mae,sign_agreement,method
bike,cnn_1d,shapiq,permutation,cpu,6,12,3.4559,1.4172248518206064e-07,0.9895104895104897,0.055480243768115986,0.9916666666666667,shapiq / permutation
diabetes_130,mlp,shapiq_proxy,proxy,cpu,6,47,0.9374,5.220212529226364e-07,0.8796223267499228,0.7734836240962634,0.9272727272727272,shapiq / proxyShap
diabetes_130,mlp,shapiq,kernel,cpu,6,47,0.6399,2.5712258556714337e-07,0.8700014117755789,0.5253681766338051,0.9121212121212121,shapiq / kernel
diabetes_130,mlp,shapiq,permutation,cpu,6,47,1.1576,5.6547172952305e-07,0.9235688100659021,0.4697924554792834,0.9242424242424242,shapiq / permutation
diabetes_130,transformer,shapiq_proxy,proxy,cpu,6,47,225.6017,1.2669573488885094e-06,0.7103422691836812,0.7861961539491129,0.7757575757575758,shapiq / proxyShap
diabetes_130,transformer,shapiq,kernel,cpu,6,47,225.2624,1.379677530606997e-06,0.7469802602522392,0.6993561979964784,0.806060606060606,shapiq / kernel
diabetes_130,transformer,shapiq,permutation,cpu,6,47,217.2988,1.819809192839543e-05,0.7635450818863452,0.6966629514968442,0.8121212121212121,shapiq / permutation
diabetes_130,cnn_1d,shapiq_proxy,proxy,cpu,6,47,1.4607,2.433322650116473e-07,0.9135064627405626,0.5458106982708172,0.9787878787878788,shapiq / proxyShap
diabetes_130,cnn_1d,shapiq,kernel,cpu,6,47,1.1971,1.1473831694488181e-07,0.9686773125568975,0.20852314722786025,0.996969696969697,shapiq / kernel
diabetes_130,cnn_1d,shapiq,permutation,cpu,6,47,1.7492,5.1468126078673e-07,0.9775493850113461,0.18707895263483482,0.9939393939393939,shapiq / permutation
covertype,mlp,shapiq_proxy,proxy,cpu,6,54,0.9908,1.6343300525715258e-07,0.8548074734233321,0.3042494773156179,0.9090909090909091,shapiq / proxyShap
covertype,mlp,shapiq,kernel,cpu,6,54,0.6686,5.0011875660175694e-08,0.73562530474872,0.3764059140505053,0.8242424242424242,shapiq / kernel
covertype,mlp,shapiq,permutation,cpu,6,54,1.0509,1.0018635615539812e-07,0.9482558923725831,0.15874913249770306,0.9696969696969697,shapiq / permutation
covertype,transformer,shapiq_proxy,proxy,cpu,6,54,256.1908,2.016543396444353e-07,0.38992796849052025,1.3057349509976846,0.6918429003021148,shapiq / proxyShap
covertype,transformer,shapiq,kernel,cpu,6,54,256.4589,3.1164452962912235e-08,0.3965186783222436,1.3411462565095402,0.6858006042296072,shapiq / kernel
covertype,transformer,shapiq,permutation,cpu,6,54,245.4646,2.82664525591849e-07,0.4595129620072451,1.2828477254560786,0.7250755287009063,shapiq / permutation
covertype,cnn_1d,shapiq_proxy,proxy,cpu,6,54,1.6365,2.8673438105473817e-07,0.8734159530982124,0.4138142214114838,0.9848484848484849,shapiq / proxyShap
covertype,cnn_1d,shapiq,kernel,cpu,6,54,1.3369,7.525223118303541e-08,0.9488093419986985,0.11309885436333604,0.990909090909091,shapiq / kernel
covertype,cnn_1d,shapiq,permutation,cpu,6,54,1.5741,6.603826265879147e-07,0.9650320740974884,0.0991336221409569,0.990909090909091,shapiq / permutation
gisette,mlp,shapiq_proxy,proxy,cpu,7,100,1.3388,2.0621311182901682e-07,0.7988322832283228,0.9623064775681336,0.784,shapiq / proxyShap
gisette,mlp,shapiq,kernel,cpu,7,100,1.3061,4.45410911649091e-08,0.7863198319831982,0.5653841125965418,0.77,shapiq / kernel
gisette,mlp,shapiq,permutation,cpu,7,100,0.9601,4.2069174434721343e-08,0.98216501650165,0.2390776084018457,0.952,shapiq / permutation
gisette,transformer,shapiq_proxy,proxy,cpu,7,100,508.8154,3.357488300885329e-07,0.7767788778877887,0.9309014022631086,0.776,shapiq / proxyShap
gisette,transformer,shapiq,kernel,cpu,7,100,508.3397,9.164913477951392e-08,0.781029702970297,0.6070308433163806,0.769,shapiq / kernel
gisette,transformer,shapiq,permutation,cpu,7,100,493.84,1.5242283506488158e-07,0.9567896789678965,0.3476560683816395,0.918,shapiq / permutation
gisette,cnn_1d,shapiq_proxy,proxy,cpu,7,100,3.7113,1.4302848146682932e-06,0.7852553255325531,1.000824788290558,0.935,shapiq / proxyShap
gisette,cnn_1d,shapiq,kernel,cpu,7,100,3.7935,1.314914705094983e-06,0.9377917791779178,0.120668667384173,0.99,shapiq / kernel
gisette,cnn_1d,shapiq,permutation,cpu,7,100,3.446,1.3146489816673171e-06,0.9758835883588357,0.07706790560332964,0.996,shapiq / permutation
ames_housing,mlp,shapiq_proxy,proxy,cpu,7,79,1.3194,3.095624681775849e-07,0.8625222302963037,0.6266978864984047,0.8029689608636977,shapiq / proxyShap
ames_housing,mlp,shapiq,kernel,cpu,7,79,1.2271,1.981640982551948e-07,0.9061217671921368,0.2608685619488452,0.8502024291497976,shapiq / kernel
ames_housing,mlp,shapiq,permutation,cpu,7,79,1.1021,2.444365376377759e-07,0.9722321445573927,0.1320231206275816,0.9446693657219973,shapiq / permutation
ames_housing,transformer,shapiq_proxy,proxy,cpu,7,79,374.6405,2.926566337060026e-07,0.7506104719377961,0.9006376455265866,0.7651821862348178,shapiq / proxyShap
ames_housing,transformer,shapiq,kernel,cpu,7,79,374.029,1.2007305649998892e-07,0.7929316338600436,0.772537973975066,0.7800269905533064,shapiq / kernel
ames_housing,transformer,shapiq,permutation,cpu,7,79,329.6549,5.230206298782375e-07,0.7977016342267079,0.7702964970173533,0.7638326585695007,shapiq / permutation
ames_housing,cnn_1d,shapiq_proxy,proxy,cpu,7,79,3.9868,3.744389790979423e-07,0.9407686720929268,0.7427822045095321,0.9216216216216216,shapiq / proxyShap
ames_housing,cnn_1d,shapiq,kernel,cpu,7,79,3.9311,4.610100865519914e-07,0.9941016050716872,0.0803009293796831,0.9878378378378379,shapiq / kernel
ames_housing,cnn_1d,shapiq,permutation,cpu,7,79,3.0534,4.610142801041499e-07,0.9961268389853902,0.07165431957245438,0.9918918918918919,shapiq / permutation
bike,mlp,shapiq_proxy,proxy,cpu,7,12,0.8578,2.752446638973671e-07,0.9720279720279722,0.10502178393267497,0.95,shapiq / proxyShap
bike,mlp,shapiq,kernel,cpu,7,12,0.454,6.564887634466097e-08,0.96993006993007,0.10704151075593131,0.9166666666666666,shapiq / kernel
bike,mlp,shapiq,permutation,cpu,7,12,2.4074,8.75497897154728e-08,0.9797202797202799,0.10676325042246838,0.95,shapiq / permutation
bike,transformer,shapiq_proxy,proxy,cpu,7,12,53.6363,2.254345289681128e-07,0.9405594405594406,0.2536117922735798,0.9666666666666667,shapiq / proxyShap
bike,transformer,shapiq,kernel,cpu,7,12,55.4815,1.1793292878200746e-07,0.9405594405594406,0.2473150640964583,0.975,shapiq / kernel
bike,transformer,shapiq,permutation,cpu,7,12,33.0003,1.4372547091493866e-07,0.9475524475524477,0.24281374245098047,0.975,shapiq / permutation
bike,cnn_1d,shapiq_proxy,proxy,cpu,7,12,1.0574,1.520273500276783e-07,0.9867132867132868,0.05668370326579391,0.9916666666666667,shapiq / proxyShap
bike,cnn_1d,shapiq,kernel,cpu,7,12,0.6319,1.881068473645199e-09,0.9895104895104895,0.04698381802462544,0.9916666666666667,shapiq / kernel
bike,cnn_1d,shapiq,permutation,cpu,7,12,3.8063,3.7359033520135415e-08,0.9888111888111888,0.055254607933007266,0.9916666666666667,shapiq / permutation
diabetes_130,mlp,shapiq_proxy,proxy,cpu,7,47,0.9069,2.071056789822051e-07,0.8948271223397049,0.7215667261543455,0.906060606060606,shapiq / proxyShap
diabetes_130,mlp,shapiq,kernel,cpu,7,47,0.6195,1.3918197802459734e-08,0.8932861353492955,0.49651725393601115,0.9121212121212121,shapiq / kernel
diabetes_130,mlp,shapiq,permutation,cpu,7,47,1.1877,1.47125725320092e-07,0.9365095290988737,0.45830889956217435,0.9303030303030303,shapiq / permutation
diabetes_130,transformer,shapiq_proxy,proxy,cpu,7,47,227.6319,3.340584285276765e-07,0.6067270070604797,1.117475272052406,0.7484848484848485,shapiq / proxyShap
diabetes_130,transformer,shapiq,kernel,cpu,7,47,227.5731,2.345753724607865e-07,0.636726449611418,1.1297753196806952,0.7878787878787878,shapiq / kernel
diabetes_130,transformer,shapiq,permutation,cpu,7,47,219.9953,1.7906021707352137e-06,0.6575065440300614,1.1143954951032615,0.796969696969697,shapiq / permutation
diabetes_130,cnn_1d,shapiq_proxy,proxy,cpu,7,47,2.0427,2.408754967378431e-07,0.9111510377590241,0.5307469461582279,0.9666666666666667,shapiq / proxyShap
diabetes_130,cnn_1d,shapiq,kernel,cpu,7,47,1.8174,9.561304939596817e-08,0.9582478188575481,0.2139500236034055,0.9727272727272728,shapiq / kernel
diabetes_130,cnn_1d,shapiq,permutation,cpu,7,47,1.8374,7.614388142428077e-07,0.9677293149147308,0.19115174466697812,0.9727272727272728,shapiq / permutation
covertype,mlp,shapiq_proxy,proxy,cpu,7,54,0.9452,2.459724023951069e-07,0.8806386527127072,0.35174395015608667,0.9130434782608695,shapiq / proxyShap
covertype,mlp,shapiq,kernel,cpu,7,54,0.6405,1.8939969082127897e-07,0.8364902252674014,0.27905759943725206,0.8722826086956522,shapiq / kernel
covertype,mlp,shapiq,permutation,cpu,7,54,0.9977,3.032631030451296e-07,0.9463768538120998,0.14562450207449004,0.9510869565217391,shapiq / permutation
covertype,transformer,shapiq_proxy,proxy,cpu,7,54,255.448,2.4195284403618457e-07,0.4697298904532432,1.0638497011673247,0.727027027027027,shapiq / proxyShap
covertype,transformer,shapiq,kernel,cpu,7,54,255.229,1.129432156635536e-07,0.4182424572413727,1.003240408632511,0.6621621621621622,shapiq / kernel
covertype,transformer,shapiq,permutation,cpu,7,54,248.0687,1.9053453772996581e-07,0.4807900434814596,0.9814225888313253,0.7054054054054054,shapiq / permutation
covertype,cnn_1d,shapiq_proxy,proxy,cpu,7,54,1.7235,6.28225503404202e-06,0.8256809178927093,0.5196514732792855,0.9621621621621622,shapiq / proxyShap
covertype,cnn_1d,shapiq,kernel,cpu,7,54,1.3167,6.048605096857348e-06,0.8876393212764284,0.29580110066646637,0.9486486486486486,shapiq / kernel
covertype,cnn_1d,shapiq,permutation,cpu,7,54,1.536,7.198010359060124e-06,0.9432257952426684,0.21255620848480342,0.9675675675675676,shapiq / permutation
gisette,mlp,shapiq_proxy,proxy,cpu,8,100,1.3198,9.275314165360693e-08,0.7759195919591958,0.9649701203258353,0.806,shapiq / proxyShap
gisette,mlp,shapiq,kernel,cpu,8,100,1.3008,4.673734647067382e-08,0.7945526552655264,0.6108267625071573,0.8,shapiq / kernel
gisette,mlp,shapiq,permutation,cpu,8,100,0.9186,7.481059759107768e-08,0.981162916291629,0.24200534955667555,0.958,shapiq / permutation
gisette,transformer,shapiq_proxy,proxy,cpu,8,100,506.0592,2.0156249994270098e-07,0.7753303330333032,0.9944344416372166,0.85,shapiq / proxyShap
gisette,transformer,shapiq,kernel,cpu,8,100,505.341,9.399291006901769e-08,0.8207896789678966,0.6349651404430343,0.839,shapiq / kernel
gisette,transformer,shapiq,permutation,cpu,8,100,491.008,1.515104451554321e-07,0.9279435943594357,0.471179300887477,0.971,shapiq / permutation
gisette,cnn_1d,shapiq_proxy,proxy,cpu,8,100,4.9642,2.556950049045824e-07,0.7922676267626763,0.9031266404197971,0.913,shapiq / proxyShap
gisette,cnn_1d,shapiq,kernel,cpu,8,100,5.0672,4.3895395389824025e-08,0.9283408340834083,0.16281303023698937,0.981,shapiq / kernel
gisette,cnn_1d,shapiq,permutation,cpu,8,100,4.6872,4.517372208952643e-07,0.9617761776177616,0.11405314437175305,0.994,shapiq / permutation
ames_housing,mlp,shapiq_proxy,proxy,cpu,8,79,2.0537,3.9534500628846564e-07,0.868621013716772,0.6268239096275982,0.826027397260274,shapiq / proxyShap
ames_housing,mlp,shapiq,kernel,cpu,8,79,1.2231,3.435778439500562e-07,0.8843096040231992,0.30190074998957356,0.8410958904109589,shapiq / kernel
ames_housing,mlp,shapiq,permutation,cpu,8,79,1.1167,3.79352774531238e-07,0.9768094103021498,0.13810435591191356,0.9534246575342465,shapiq / permutation
ames_housing,transformer,shapiq_proxy,proxy,cpu,8,79,398.9391,2.773435080427216e-07,0.6567294789449403,1.0443126993311054,0.7082191780821918,shapiq / proxyShap
ames_housing,transformer,shapiq,kernel,cpu,8,79,398.1147,8.102054190213655e-08,0.7278023113093022,0.8650221019265919,0.7643835616438356,shapiq / kernel
ames_housing,transformer,shapiq,permutation,cpu,8,79,344.0468,7.702283501998184e-07,0.7413040646339241,0.8597597009250129,0.8027397260273973,shapiq / permutation
ames_housing,cnn_1d,shapiq_proxy,proxy,cpu,8,79,4.1479,9.303511447489772e-07,0.9242389959267074,0.7146678343033149,0.9027397260273973,shapiq / proxyShap
ames_housing,cnn_1d,shapiq,kernel,cpu,8,79,3.9457,9.370832824595196e-07,0.9957464388861957,0.06686591764529798,0.9835616438356164,shapiq / kernel
ames_housing,cnn_1d,shapiq,permutation,cpu,8,79,3.2226,9.490401233477057e-07,0.9961098473821908,0.06410531283857171,0.9849315068493151,shapiq / permutation
bike,mlp,shapiq_proxy,proxy,cpu,8,12,0.7644,1.552784493012869e-07,0.9797202797202799,0.10353137627848753,0.9272727272727272,shapiq / proxyShap
bike,mlp,shapiq,kernel,cpu,8,12,0.4245,1.0233716498563796e-07,0.9804195804195805,0.1005414557175224,0.9454545454545454,shapiq / kernel
bike,mlp,shapiq,permutation,cpu,8,12,2.5222,1.137345946181779e-07,0.9825174825174825,0.10165574532636015,0.9363636363636364,shapiq / permutation
bike,transformer,shapiq_proxy,proxy,cpu,8,12,55.0009,5.220588127493644e-07,0.8601398601398603,0.1895467378032552,0.7636363636363637,shapiq / proxyShap
bike,transformer,shapiq,kernel,cpu,8,12,54.6101,4.611593408866182e-07,0.8643356643356646,0.19250066017729375,0.7636363636363637,shapiq / kernel
bike,transformer,shapiq,permutation,cpu,8,12,32.6057,6.402933452778862e-07,0.860839160839161,0.19030891659534357,0.7545454545454545,shapiq / permutation
bike,cnn_1d,shapiq_proxy,proxy,cpu,8,12,0.9644,3.522795944110904e-07,0.9832167832167833,0.0618042989106036,0.9818181818181818,shapiq / proxyShap
bike,cnn_1d,shapiq,kernel,cpu,8,12,0.5959,3.180582685626428e-07,0.9860139860139862,0.05661895323346842,0.9818181818181818,shapiq / kernel
bike,cnn_1d,shapiq,permutation,cpu,8,12,3.4395,3.182106505597027e-07,0.9867132867132868,0.0557912720774611,0.9818181818181818,shapiq / permutation
diabetes_130,mlp,shapiq_proxy,proxy,cpu,8,47,0.9401,2.350745917635656e-07,0.862044774086485,0.7621667228861131,0.8588235294117647,shapiq / proxyShap
diabetes_130,mlp,shapiq,kernel,cpu,8,47,0.6447,1.0261513967162204e-07,0.8658196749423566,0.48042749703222964,0.8676470588235294,shapiq / kernel
diabetes_130,mlp,shapiq,permutation,cpu,8,47,1.1747,1.8817327525854026e-07,0.9007765431171478,0.4858167455705536,0.888235294117647,shapiq / permutation
diabetes_130,transformer,shapiq_proxy,proxy,cpu,8,47,227.2124,3.766534318602579e-07,0.7337565799846243,1.085717800278153,0.7852941176470588,shapiq / proxyShap
diabetes_130,transformer,shapiq,kernel,cpu,8,47,227.1742,2.142072170453863e-09,0.7088048359373007,0.9496051849005298,0.7617647058823529,shapiq / kernel
diabetes_130,transformer,shapiq,permutation,cpu,8,47,222.2078,7.49657662700145e-07,0.7739595624775666,0.9324432468308436,0.8264705882352941,shapiq / permutation
diabetes_130,cnn_1d,shapiq_proxy,proxy,cpu,8,47,1.421,6.951504982956839e-07,0.879329846426528,0.5093780736188983,0.9735294117647059,shapiq / proxyShap
diabetes_130,cnn_1d,shapiq,kernel,cpu,8,47,1.1599,5.747829492855819e-07,0.9443329379446611,0.22017978507543748,0.9823529411764705,shapiq / kernel
diabetes_130,cnn_1d,shapiq,permutation,cpu,8,47,1.8493,7.479788312129279e-07,0.9575885526714873,0.19824062046264482,0.9764705882352941,shapiq / permutation
covertype,mlp,shapiq_proxy,proxy,cpu,8,54,0.9469,2.013979954727583e-07,0.8702777610737964,0.3724291957951219,0.868421052631579,shapiq / proxyShap
covertype,mlp,shapiq,kernel,cpu,8,54,0.6644,2.4572663969026457e-07,0.8410186256471942,0.2912571997802794,0.881578947368421,shapiq / kernel
covertype,mlp,shapiq,permutation,cpu,8,54,0.9776,3.278523785574874e-07,0.9597210979167311,0.1564092873182234,0.9578947368421052,shapiq / permutation
covertype,transformer,shapiq_proxy,proxy,cpu,8,54,257.9619,1.880326246289496e-07,0.4639249108830147,1.3522993228429898,0.7052631578947368,shapiq / proxyShap
covertype,transformer,shapiq,kernel,cpu,8,54,256.8669,8.566115827699096e-08,0.4506779686294184,1.3690425918703946,0.6842105263157895,shapiq / kernel
covertype,transformer,shapiq,permutation,cpu,8,54,246.0479,2.0341281750528482e-07,0.5589493906155755,1.3186991681719722,0.7368421052631579,shapiq / permutation
covertype,cnn_1d,shapiq_proxy,proxy,cpu,8,54,1.6335,3.375375839123064e-06,0.8229032289184621,0.5382885895265096,0.9656084656084656,shapiq / proxyShap
covertype,cnn_1d,shapiq,kernel,cpu,8,54,1.3737,3.2269603957038e-06,0.9459420226234844,0.21153341366726064,0.9894179894179894,shapiq / kernel
covertype,cnn_1d,shapiq,permutation,cpu,8,54,1.538,4.207682944312794e-06,0.9544435282288257,0.19079374293826146,0.9920634920634921,shapiq / permutation
gisette,mlp,shapiq_proxy,proxy,cpu,9,100,1.3194,2.6628054832312253e-07,0.7648916891689168,0.9285966727164486,0.767,shapiq / proxyShap
gisette,mlp,shapiq,kernel,cpu,9,100,1.3747,1.1249569930527825e-07,0.7680468046804679,0.5815926168096734,0.77,shapiq / kernel
gisette,mlp,shapiq,permutation,cpu,9,100,0.9841,1.416362484340997e-07,0.979025502550255,0.2532191141283653,0.952,shapiq / permutation
gisette,transformer,shapiq_proxy,proxy,cpu,9,100,503.5856,2.324655012627144e-07,0.7934677467746774,0.9953662181528625,0.795,shapiq / proxyShap
gisette,transformer,shapiq,kernel,cpu,9,100,502.8462,4.200432211451199e-08,0.84798799879988,0.5378230006155674,0.823,shapiq / kernel
gisette,transformer,shapiq,permutation,cpu,9,100,488.1172,1.06415668570957e-07,0.9600216021602159,0.3719366782274468,0.942,shapiq / permutation
gisette,cnn_1d,shapiq_proxy,proxy,cpu,9,100,4.9444,2.491743649006635e-06,0.8236135613561355,0.7891739633593771,0.834,shapiq / proxyShap
gisette,cnn_1d,shapiq,kernel,cpu,9,100,5.1767,2.6666940262072875e-06,0.8163672367236723,0.5948683851279531,0.832,shapiq / kernel
gisette,cnn_1d,shapiq,permutation,cpu,9,100,4.5881,2.873166491287109e-06,0.9063042304230423,0.35107276600725207,0.883,shapiq / permutation
ames_housing,mlp,shapiq_proxy,proxy,cpu,9,79,1.3033,1.7909120390545174e-07,0.8459383142310299,0.593112966555664,0.8157894736842105,shapiq / proxyShap
ames_housing,mlp,shapiq,kernel,cpu,9,79,1.2331,2.039836717480341e-07,0.8221524382289482,0.37171969237103875,0.7868421052631579,shapiq / kernel
ames_housing,mlp,shapiq,permutation,cpu,9,79,1.0643,3.015798181521524e-07,0.9759715548007639,0.1402866563293672,0.9407894736842105,shapiq / permutation
ames_housing,transformer,shapiq_proxy,proxy,cpu,9,79,379.9534,4.564096308313036e-07,0.7202293144615592,0.8866472463442615,0.718421052631579,shapiq / proxyShap
ames_housing,transformer,shapiq,kernel,cpu,9,79,379.2001,4.253988216449377e-07,0.7635799315780336,0.7478332332476298,0.7578947368421053,shapiq / kernel
ames_housing,transformer,shapiq,permutation,cpu,9,79,339.3094,1.2058738088497126e-06,0.7701366202614581,0.7313650776619909,0.7710526315789473,shapiq / permutation
ames_housing,cnn_1d,shapiq_proxy,proxy,cpu,9,79,3.9877,5.953273552415253e-07,0.9101994045270112,0.7014503607511988,0.9025032938076416,shapiq / proxyShap
ames_housing,cnn_1d,shapiq,kernel,cpu,9,79,3.7664,6.416359861797939e-07,0.9958177969485609,0.059493611674975216,0.9960474308300395,shapiq / kernel
ames_housing,cnn_1d,shapiq,permutation,cpu,9,79,2.2455,6.382998125054704e-07,0.995859722552255,0.058546976096882995,0.994729907773386,shapiq / permutation
bike,mlp,shapiq_proxy,proxy,cpu,9,12,0.813,2.893299826004462e-07,0.9867132867132868,0.10505884549886817,0.9583333333333334,shapiq / proxyShap
bike,mlp,shapiq,kernel,cpu,9,12,0.4378,4.825468294608868e-08,0.9874125874125875,0.10541709076078352,0.9416666666666667,shapiq / kernel
bike,mlp,shapiq,permutation,cpu,9,12,2.4403,1.1788564160893685e-07,0.9832167832167833,0.11128766855199232,0.9416666666666667,shapiq / permutation
bike,transformer,shapiq_proxy,proxy,cpu,9,12,56.2694,4.949991071445342e-07,0.9713286713286715,0.21127613652017835,0.8916666666666667,shapiq / proxyShap
bike,transformer,shapiq,kernel,cpu,9,12,55.7971,4.118395797097963e-07,0.9713286713286715,0.21928645599869478,0.8833333333333333,shapiq / kernel
bike,transformer,shapiq,permutation,cpu,9,12,34.0155,4.205615294295593e-07,0.9720279720279722,0.21886954920872023,0.8833333333333333,shapiq / permutation
bike,cnn_1d,shapiq_proxy,proxy,cpu,9,12,1.03,2.5701335297979e-07,0.990909090909091,0.09563397010043362,1.0,shapiq / proxyShap
bike,cnn_1d,shapiq,kernel,cpu,9,12,0.6168,2.781269844202377e-07,0.990909090909091,0.0555568311711865,1.0,shapiq / kernel
bike,cnn_1d,shapiq,permutation,cpu,9,12,3.6024,2.779696880205813e-07,0.9923076923076923,0.05559272172977715,1.0,shapiq / permutation
diabetes_130,mlp,shapiq_proxy,proxy,cpu,9,47,0.8668,1.978647105905544e-07,0.9105592518805781,0.7557435509053623,0.9545454545454546,shapiq / proxyShap
diabetes_130,mlp,shapiq,kernel,cpu,9,47,0.6295,6.50148893362849e-08,0.9119010238227976,0.4359141720829632,0.9303030303030303,shapiq / kernel
diabetes_130,mlp,shapiq,permutation,cpu,9,47,1.2211,2.636566320741534e-07,0.9581393080604439,0.41578875132202564,0.9666666666666667,shapiq / permutation
diabetes_130,transformer,shapiq_proxy,proxy,cpu,9,47,227.4718,6.463556924937214e-07,0.7689407896821058,0.9380786907637025,0.8393939393939394,shapiq / proxyShap
diabetes_130,transformer,shapiq,kernel,cpu,9,47,226.5772,5.557701400007547e-07,0.8130786413883984,0.7472159199561114,0.8727272727272727,shapiq / kernel
diabetes_130,transformer,shapiq,permutation,cpu,9,47,221.129,3.374105783673815e-06,0.8220069948332915,0.7447590158167846,0.8818181818181818,shapiq / permutation
diabetes_130,cnn_1d,shapiq_proxy,proxy,cpu,9,47,1.4301,1.975150375317938e-07,0.9187973800498392,0.582586099589293,0.9666666666666667,shapiq / proxyShap
diabetes_130,cnn_1d,shapiq,kernel,cpu,9,47,1.1514,2.3852567950071696e-07,0.9564783204883327,0.24295327667588554,0.9727272727272728,shapiq / kernel
diabetes_130,cnn_1d,shapiq,permutation,cpu,9,47,1.7997,7.393093611484385e-07,0.9677458805805281,0.23466293758424656,0.9757575757575757,shapiq / permutation
covertype,mlp,shapiq_proxy,proxy,cpu,9,54,0.9512,2.077619562417594e-07,0.8609325786681625,0.2941043824529824,0.9029411764705882,shapiq / proxyShap
covertype,mlp,shapiq,kernel,cpu,9,54,0.6368,6.872250922562774e-08,0.6925572855592813,0.39956198805345444,0.8088235294117647,shapiq / kernel
covertype,mlp,shapiq,permutation,cpu,9,54,1.0032,1.6144480721966345e-07,0.9306046156129387,0.15920252888494899,0.9441176470588235,shapiq / permutation
covertype,transformer,shapiq_proxy,proxy,cpu,9,54,265.6018,2.3215574708837538e-07,0.3854060735756275,1.1813210695533485,0.6705882352941176,shapiq / proxyShap
covertype,transformer,shapiq,kernel,cpu,9,54,265.0677,4.513664358469807e-08,0.346433172951759,1.2270600301372179,0.6294117647058823,shapiq / kernel
covertype,transformer,shapiq,permutation,cpu,9,54,249.9849,1.446694915648369e-07,0.49151356379463873,1.1021354531306944,0.7088235294117647,shapiq / permutation
covertype,cnn_1d,shapiq_proxy,proxy,cpu,9,54,2.4449,1.0347474795072853e-06,0.820981638980254,0.4782422868112484,0.9382352941176471,shapiq / proxyShap
covertype,cnn_1d,shapiq,kernel,cpu,9,54,2.1738,1.094514548202899e-06,0.8888301649308413,0.24505770820586886,0.9558823529411765,shapiq / kernel
covertype,cnn_1d,shapiq,permutation,cpu,9,54,1.5277,1.993597691044688e-06,0.9508947932739071,0.1946988778511649,0.9794117647058823,shapiq / permutation
